summons_number,issue_date,violation_code,violation_category,issuer_code,violation_time,Column2,AP,Column1,time_format,first_hour,house_number,street_name,Column5,City,State,Zip
7097817768,8/31/2013,21,1,349570,847,847,A,847,0.365972222,8,3072,Broadway,3072 Broadway,New York,NY,10032
7097817756,8/31/2013,21,1,349570,840,840,A,840,0.361111111,8,3351,Broadway,3351 Broadway,New York,NY,10032
7097817744,8/31/2013,21,1,349570,838,838,A,838,0.359722222,8,3425,Broadway,3425 Broadway,New York,NY,10032
7097817720,8/31/2013,21,1,349570,836,836,A,836,0.358333333,8,3507,Broadway,3507 Broadway,New York,NY,10032
7097817689,8/31/2013,21,1,349570,819,819,A,819,0.346527778,8,20,W 135th St,20 W 135th St,New York,NY,10032
7097817630,8/31/2013,21,1,349570,809,809,A,809,0.339583333,8,2450,Adam Clayton Powell,2450 Adam Clayton Powell,New York,NY,10032
7097817628,8/31/2013,21,1,349570,808,808,A,808,0.338888889,8,2468,Adam Clayton Powell,2468 Adam Clayton Powell,New York,NY,10032
7097817616,8/31/2013,21,1,349570,806,806,A,806,0.3375,8,2484,Adam Clayton Powell,2484 Adam Clayton Powell,New York,NY,10032
7097817604,8/31/2013,84,5,349570,751,751,A,751,0.327083333,7,274,W 145th St,274 W 145th St,New York,NY,10032
7097817598,8/31/2013,19,2,349570,750,750,A,750,0.326388889,7,274,W 145th St,274 W 145th St,New York,NY,10032
7097817562,8/31/2013,21,1,349570,711,711,A,711,0.299305556,7,830-840,Columbus Ave,830-840 Columbus Ave,New York,NY,10032
7097817549,8/31/2013,21,1,349570,709,709,A,709,0.297916667,7,885,Columbus Ave,885 Columbus Ave,New York,NY,10032
7097817537,8/31/2013,21,1,349570,707,707,A,707,0.296527778,7,982,Columbus Ave,982 Columbus Ave,New York,NY,10032
7097817525,8/31/2013,21,1,349570,706,706,A,706,0.295833333,7,984,Columbus Ave,984 Columbus Ave,New York,NY,10032
7097817513,8/31/2013,21,1,349570,706,706,A,706,0.295833333,7,988,Columbus Ave,988 Columbus Ave,New York,NY,10032
7097817501,8/31/2013,21,1,349570,657,657,A,657,0.289583333,6,825,Columbus Ave,825 Columbus Ave,New York,NY,10032
7097817847,8/31/2013,46,3,349570,1229,29,P,1229,0.520138889,12,600,W 178th St,600 W 178th St,New York,NY,10032
7097817835,8/31/2013,46,3,349570,1213,13,P,1213,0.509027778,12,97,Ft Washington Ave,97 Ft Washington Ave,New York,NY,10032
7097817823,8/31/2013,46,3,349570,1211,11,P,1211,0.507638889,12,97,Ft Washington Ave,97 Ft Washington Ave,New York,NY,10032
7097817811,8/31/2013,14,2,349570,1115,1115,A,1115,0.46875,11,1469,St Nicholas Ave,1469 St Nicholas Ave,New York,NY,10032
7097817800,8/31/2013,14,2,349570,1047,1047,A,1047,0.449305556,10,45,Fairview Ave,45 Fairview Ave,New York,NY,10032
7097817781,8/31/2013,14,2,349570,945,945,A,945,0.40625,9,161,Ft Washington Ave,161 Ft Washington Ave,New York,NY,10032
7097817732,8/31/2013,21,1,349570,838,838,A,838,0.359722222,8,3421,Broadway,3421 Broadway,New York,NY,10032
7097817719,8/31/2013,21,1,349570,822,822,A,822,0.348611111,8,20,W 135th St,20 W 135th St,New York,NY,10032
7097817665,8/31/2013,21,1,349570,815,815,A,815,0.34375,8,2340-46,Adam Clayton Powell,2340-46 Adam Clayton Powell,New York,NY,10032
7097817653,8/31/2013,21,1,349570,814,814,A,814,0.343055556,8,2330,Adam Clayton Powell,2330 Adam Clayton Powell,New York,NY,10032
7097817641,8/31/2013,21,1,349570,813,813,A,813,0.342361111,8,2332,Adam Clayton Powell,2332 Adam Clayton Powell,New York,NY,10032
7097817586,8/31/2013,20,2,349570,747,747,A,747,0.324305556,7,300,W 145th St,300 W 145th St,New York,NY,10032
7097817574,8/31/2013,21,1,349570,743,743,A,743,0.321527778,7,472,W 145th St,472 W 145th St,New York,NY,10032
7097817550,8/31/2013,21,1,349570,710,710,A,710,0.298611111,7,885,Columbus Ave,885 Columbus Ave,New York,NY,10032
7097817495,8/31/2013,21,1,349570,656,656,A,656,0.288888889,6,835,Columbus Ave,835 Columbus Ave,New York,NY,10032
7097817483,8/31/2013,21,1,349570,655,655,A,655,0.288194444,6,830,Columbus Ave,830 Columbus Ave,New York,NY,10032
7097817471,8/31/2013,21,1,349570,653,653,A,653,0.286805556,6,865,Columbus Ave,865 Columbus Ave,New York,NY,10032
7097817460,8/31/2013,21,1,349570,652,652,A,652,0.286111111,6,865,Columbus Ave,865 Columbus Ave,New York,NY,10032
7097817458,8/31/2013,21,1,349570,651,651,A,651,0.285416667,6,885,Columbus Ave,885 Columbus Ave,New York,NY,10032
