summons_number,issue_date,violation_code,violation_category,issuer_code,violation_time,Column2,AP,Column1,time_format,first_hour,house_number,street_name,address,city,state,zip
7937996900,9/4/13,20,2,353164,349,349,P,1549,15:49,15,39,Spring St,39 Spring St,New York,NY,10014
7937996894,9/4/13,20,2,353164,347,347,P,1547,15:47,15,41,Spring St,41 Spring St,New York,NY,10014
7937996870,9/4/13,16,2,353164,234,234,P,1434,14:34,14,7,Rivington St,7 Rivington St,New York,NY,10014
7937996821,9/4/13,46,3,353164,138,138,P,1338,13:38,13,148,Forsyth St,148 Forsyth St,New York,NY,10014
7937996810,9/4/13,20,2,353164,135,135,P,1335,13:35,13,174,Forsyth St,174 Forsyth St,New York,NY,10014
7937996780,9/4/13,51,3,353164,1259,59,P,1259,12:59,12,148,Orchard St,148 Orchard St,New York,NY,10014
7937996778,9/4/13,38,5,353164,1251,51,P,1251,12:51,12,142,Ludlow St,142 Ludlow St,New York,NY,10014
7937996766,9/4/13,38,5,353164,1248,48,P,1248,12:48,12,149,Ludlow St,149 Ludlow St,New York,NY,10014
7937996985,9/4/13,16,2,353164,547,547,P,1747,17:47,17,354A,Broome St,354A Broome St,New York,NY,10014
7937996950,9/4/13,16,2,353164,451,451,P,1651,16:51,16,341,Broome St,341 Broome St,New York,NY,10014
7937996936,9/4/13,38,5,353164,408,408,P,1608,16:08,16,41893,Delancey St,41893 Delancey St,New York,NY,10014
7937996924,9/4/13,20,2,353164,402,402,P,1602,16:02,16,195,Chrystie St,195 Chrystie St,New York,NY,10014
7937996845,9/4/13,48,3,353164,150,150,P,1350,13:50,13,229,Chrystie St,229 Chrystie St,New York,NY,10014
7937996833,9/4/13,48,3,353164,144,144,P,1344,13:44,13,167,Chrystie St,167 Chrystie St,New York,NY,10014
7937996808,9/4/13,10,2,353164,131,131,P,1331,13:31,13,45,Rivington St,45 Rivington St,New York,NY,10014
7937996754,9/4/13,38,5,353164,1242,42,P,1242,12:42,12,85,Stanton St,85 Stanton St,New York,NY,10014
7937997278,9/5/13,20,2,353164,535,535,P,1735,17:35,17,45,Spring St,45 Spring St,New York,NY,10014
7937997266,9/5/13,20,2,353164,533,533,P,1733,17:33,17,41,Spring St,41 Spring St,New York,NY,10014
7937997205,9/5/13,20,2,353164,331,331,P,1531,15:31,15,16,Spring St,16 Spring St,New York,NY,10014
7937997199,9/5/13,20,2,353164,322,322,P,1522,15:22,15,230,Elizabeth St,230 Elizabeth St,New York,NY,10014
7937997187,9/5/13,10,2,353164,317,317,P,1517,15:17,15,9,Bleecker St,9 Bleecker St,New York,NY,10014
7937997138,9/5/13,20,2,353164,239,239,P,1439,14:39,14,190,Elizabeth St,190 Elizabeth St,New York,NY,10014
7937997126,9/5/13,82,5,353164,238,238,P,1438,14:38,14,190,Elizabeth St,190 Elizabeth St,New York,NY,10014
7937997114,9/5/13,20,2,353164,217,217,P,1417,14:17,14,4,Rivington St,4 Rivington St,New York,NY,10014
7937997102,9/5/13,16,2,353164,149,149,P,1349,13:49,13,177,Chrystie St,177 Chrystie St,New York,NY,10014
7937997084,9/5/13,48,3,353164,141,141,P,1341,13:41,13,173,Chrystie St,173 Chrystie St,New York,NY,10014
7937997035,9/5/13,14,2,353164,1247,47,P,1247,12:47,12,201,E Houston St,201 E Houston St,New York,NY,10014
7937997291,9/5/13,20,2,353164,547,547,P,1747,17:47,17,1,Rivington St,1 Rivington St,New York,NY,10014
7937997280,9/5/13,20,2,353164,537,537,P,1737,17:37,17,209,Mulberry St,209 Mulberry St,New York,NY,10014
7937997254,9/5/13,38,5,353164,517,517,P,1717,17:17,17,371,Broome St,371 Broome St,New York,NY,10014
7937997242,9/5/13,20,2,353164,418,418,P,1618,16:18,16,176,Elizabeth St,176 Elizabeth St,New York,NY,10014
7937997229,9/5/13,14,2,353164,410,410,P,1610,16:10,16,85,Kenmare St,85 Kenmare St,New York,NY,10014
7937997217,9/5/13,14,2,353164,407,407,P,1607,16:07,16,52,Kenmare St,52 Kenmare St,New York,NY,10014
7937997175,9/5/13,20,2,353164,314,314,P,1514,15:14,15,316,Mott St,316 Mott St,New York,NY,10014
7937997163,9/5/13,20,2,353164,312,312,P,1512,15:12,15,308,Mott St,308 Mott St,New York,NY,10014
7937997151,9/5/13,16,2,353164,310,310,P,1510,15:10,15,306,Mott St,306 Mott St,New York,NY,10014
7937997096,9/5/13,40,2,353164,147,147,P,1347,13:47,13,165,Chrystie St,165 Chrystie St,New York,NY,10014
7937997060,9/5/13,10,2,353164,117,117,P,1317,13:17,13,7,Rivington St,7 Rivington St,New York,NY,10014
7937997059,9/5/13,14,2,353164,102,102,P,1302,13:02,13,151,E Houston St,151 E Houston St,New York,NY,10014
7937997047,9/5/13,19,2,353164,1259,59,P,1259,12:59,12,203,Allen St,203 Allen St,New York,NY,10014
7937997679,9/6/13,40,2,353164,252,252,P,1452,14:52,14,288,Elizabeth St,288 Elizabeth St,New York,NY,10014
7937997667,9/6/13,16,2,353164,249,249,P,1449,14:49,14,306,Mott St,306 Mott St,New York,NY,10014
7937997643,9/6/13,37,4,353164,226,226,P,1426,14:26,14,352,Bowery,352 Bowery,New York,NY,10014
7937997620,9/6/13,46,3,353164,149,149,P,1349,13:49,13,39,E 1st St,39 E 1st St,New York,NY,10014
7937997606,9/6/13,37,4,353164,140,140,P,1340,13:40,13,21,1st Ave,21 1st Ave,New York,NY,10014
7937997849,9/6/13,37,4,353164,546,546,P,1746,17:46,17,334,Bowery,334 Bowery,New York,NY,10014
7937997837,9/6/13,20,2,353164,538,538,P,1738,17:38,17,350,Bowery,350 Bowery,New York,NY,10014
7937997825,9/6/13,38,5,353164,534,534,P,1734,17:34,17,338,Bowery,338 Bowery,New York,NY,10014
7937997813,9/6/13,20,2,353164,529,529,P,1729,17:29,17,53,Bond St,53 Bond St,New York,NY,10014
7937997801,9/6/13,20,2,353164,527,527,P,1727,17:27,17,35,Bond St,35 Bond St,New York,NY,10014
7937997795,9/6/13,20,2,353164,524,524,P,1724,17:24,17,30,Bond St,30 Bond St,New York,NY,10014
7937997746,9/6/13,20,2,353164,358,358,P,1558,15:58,15,40,Bond St,40 Bond St,New York,NY,10014
7937997722,9/6/13,20,2,353164,342,342,P,1542,15:42,15,219,Bowery,219 Bowery,New York,NY,10014
7937997709,9/6/13,19,2,353164,339,339,P,1539,15:39,15,312,Bowery,312 Bowery,New York,NY,10014
7937997680,9/6/13,20,2,353164,255,255,P,1455,14:55,14,310,Elizabeth St,310 Elizabeth St,New York,NY,10014
7937997760,9/6/13,20,2,353164,411,411,P,1611,16:11,16,159,Crosby St,159 Crosby St,New York,NY,10014
7937997758,9/6/13,16,2,353164,405,405,P,1605,16:05,16,65,Bleecker St,65 Bleecker St,New York,NY,10014
7937997734,9/6/13,20,2,353164,346,346,P,1546,15:46,15,327,Bowery,327 Bowery,New York,NY,10014
7937997710,9/6/13,20,2,353164,341,341,P,1541,15:41,15,217,Bowery,217 Bowery,New York,NY,10014
7937997631,9/6/13,38,5,353164,154,154,P,1354,13:54,13,23,2nd Ave,23 2nd Ave,New York,NY,10014
7937997618,9/6/13,38,5,353164,143,143,P,1343,13:43,13,27,1st Ave,27 1st Ave,New York,NY,10014
7937997590,9/6/13,14,2,353164,137,137,P,1337,13:37,13,153,E Houston St,153 E Houston St,New York,NY,10014
7937997588,9/6/13,38,5,353164,1256,56,P,1256,12:56,12,188,Allen St,188 Allen St,New York,NY,10014
7937997576,9/6/13,38,5,353164,1255,55,P,1255,12:55,12,196,Allen St,196 Allen St,New York,NY,10014
7937997564,9/6/13,38,5,353164,1253,53,P,1253,12:53,12,203,Allen St,203 Allen St,New York,NY,10014
7937997552,9/6/13,51,3,353164,1241,41,P,1241,12:41,12,146,Orchard St,146 Orchard St,New York,NY,10014
7937998362,9/7/13,37,4,353164,524,524,P,1724,17:24,17,320,Bleecker St,320 Bleecker St,New York,NY,10014
7937998350,9/7/13,38,5,353164,520,520,P,1720,17:20,17,82,Christopher St,82 Christopher St,New York,NY,10014
7937998349,9/7/13,38,5,353164,514,514,P,1714,17:14,17,75,Christopher St,75 Christopher St,New York,NY,10014
7937998313,9/7/13,20,2,353164,437,437,P,1637,16:37,16,10,W 9th St,10 W 9th St,New York,NY,10014
7937998301,9/7/13,38,5,353164,427,427,P,1627,16:27,16,5,University Pl,5 University Pl,New York,NY,10014
7937998283,9/7/13,16,2,353164,304,304,P,1504,15:04,15,88,W 3rd St,88 W 3rd St,New York,NY,10014
7937998260,9/7/13,37,4,353164,210,210,P,1410,14:10,14,14,Washington Pl,14 Washington Pl,New York,NY,10014
7937998258,9/7/13,77,6,353164,200,200,P,1400,14:00,14,6,E 4th St,6 E 4th St,New York,NY,10014
7937998246,9/7/13,70,5,353164,149,149,P,1349,13:49,13,670,Broadway,670 Broadway,New York,NY,10014
7937998234,9/7/13,37,4,353164,147,147,P,1347,13:47,13,670,Broadway,670 Broadway,New York,NY,10014
7937998179,9/7/13,71,5,353164,124,124,P,1324,13:24,13,56,Bleecker St,56 Bleecker St,New York,NY,10014
7937998155,9/7/13,14,2,353164,112,112,P,1312,13:12,13,241,Bowery,241 Bowery,New York,NY,10014
7937998131,9/7/13,19,2,353164,106,106,P,1306,13:06,13,226-228,Bowery,226-228 Bowery,New York,NY,10014
7937998120,9/7/13,20,2,353164,1246,46,P,1246,12:46,12,58,Rivington St,58 Rivington St,New York,NY,10014
7937998090,9/7/13,38,5,353164,1236,36,P,1236,12:36,12,150,Ludlow St,150 Ludlow St,New York,NY,10014
7937998398,9/7/13,38,5,353164,553,553,P,1753,17:53,17,161,W 4th St,161 W 4th St,New York,NY,10014
7937998386,9/7/13,71,5,353164,546,546,P,1746,17:46,17,57,Grove St,57 Grove St,New York,NY,10014
7937998374,9/7/13,38,5,353164,540,540,P,1740,17:40,17,51,7th Ave S,51 7th Ave S,New York,NY,10014
7937998337,9/7/13,14,2,353164,507,507,P,1707,17:07,17,35,Christopher St,35 Christopher St,New York,NY,10014
7937998325,9/7/13,19,2,353164,506,506,P,1706,17:06,17,35,Christopher St,35 Christopher St,New York,NY,10014
7937998295,9/7/13,20,2,353164,405,405,P,1605,16:05,16,55,Washington Sq,55 Washington Sq,New York,NY,10014
7937998271,9/7/13,38,5,353164,224,224,P,1424,14:24,14,566A,Laguardia Pl,566A Laguardia Pl,New York,NY,10014
7937998209,9/7/13,38,5,353164,137,137,P,1337,13:37,13,338,Bowery,338 Bowery,New York,NY,10014
7937998180,9/7/13,14,2,353164,129,129,P,1329,13:29,13,304,Elizabeth St,304 Elizabeth St,New York,NY,10014
7937998167,9/7/13,20,2,353164,117,117,P,1317,13:17,13,262,Elizabeth St,262 Elizabeth St,New York,NY,10014
7937998143,9/7/13,14,2,353164,111,111,P,1311,13:11,13,235,Bowery,235 Bowery,New York,NY,10014
7937998118,9/7/13,71,5,353164,1244,44,P,1244,12:44,12,58,Rivington St,58 Rivington St,New York,NY,10014
7937998106,9/7/13,20,2,353164,1243,43,P,1243,12:43,12,58,Rivington St,58 Rivington St,New York,NY,10014
7937998520,9/8/13,20,2,353164,1154,1154,A,1154,11:54,11,223-225,Bowery,223-225 Bowery,New York,NY,10014
7937998519,9/8/13,40,2,353164,1150,1150,A,1150,11:50,11,224,Elizabeth St,224 Elizabeth St,New York,NY,10014
7937998507,9/8/13,14,2,353164,1145,1145,A,1145,11:45,11,241,Bowery,241 Bowery,New York,NY,10014
7937998477,9/8/13,70,5,353164,1117,1117,A,1117,11:17,11,49,Bond St,49 Bond St,New York,NY,10014
7937998465,9/8/13,40,2,353164,1110,1110,A,1110,11:10,11,19,Bond St,19 Bond St,New York,NY,10014
7937998416,9/8/13,20,2,353164,1036,1036,A,1036,10:36,10,174,Forsyth St,174 Forsyth St,New York,NY,10014
7937998738,9/8/13,14,2,353164,424,424,P,1624,16:24,16,10,Kenmare St,10 Kenmare St,New York,NY,10014
7937998702,9/8/13,71,5,353164,405,405,P,1605,16:05,16,101,Crosby St,101 Crosby St,New York,NY,10014
7937998684,9/8/13,16,2,353164,308,308,P,1508,15:08,15,75,Spring St,75 Spring St,New York,NY,10014
7937998660,9/8/13,14,2,353164,253,253,P,1453,14:53,14,628,Broadway,628 Broadway,New York,NY,10014
7937998659,9/8/13,71,5,353164,249,249,P,1449,14:49,14,644,Broadway,644 Broadway,New York,NY,10014
7937998635,9/8/13,14,2,353164,202,202,P,1402,14:02,14,201,E Houston St,201 E Houston St,New York,NY,10014
7937998623,9/8/13,40,2,353164,159,159,P,1359,13:59,13,188,Ludlow St,188 Ludlow St,New York,NY,10014
7937998600,9/8/13,40,2,353164,123,123,P,1323,13:23,13,164,Ludlow St,164 Ludlow St,New York,NY,10014
7937998570,9/8/13,10,2,353164,110,110,P,1310,13:10,13,87,Rivington St,87 Rivington St,New York,NY,10014
7937998544,9/8/13,20,2,353164,1238,38,P,1238,12:38,12,223-225,Bowery,223-225 Bowery,New York,NY,10014
7937998714,9/8/13,14,2,353164,411,411,P,1611,16:11,16,13,Cleveland Pl,13 Cleveland Pl,New York,NY,10014
7937998696,9/8/13,71,5,353164,402,402,P,1602,16:02,16,120,Crosby St,120 Crosby St,New York,NY,10014
7937998672,9/8/13,16,2,353164,306,306,P,1506,15:06,15,75,Spring St,75 Spring St,New York,NY,10014
7937998647,9/8/13,14,2,353164,205,205,P,1405,14:05,14,201,E Houston St,201 E Houston St,New York,NY,10014
7937998532,9/8/13,71,5,353164,1225,25,P,1225,12:25,12,26,Bond St,26 Bond St,New York,NY,10014
7937998489,9/8/13,14,2,353164,1133,1133,A,1133,11:33,11,87,E Houston St,87 E Houston St,New York,NY,10014
7937998428,9/8/13,40,2,353164,1045,1045,A,1045,10:45,10,173,Elizabeth St,173 Elizabeth St,New York,NY,10014
7937999056,9/14/13,38,5,353164,547,547,P,1747,17:47,17,632,Broadway,632 Broadway,New York,NY,10014
7937999044,9/14/13,38,5,353164,539,539,P,1739,17:39,17,2,Bond St,2 Bond St,New York,NY,10014
7937999019,9/14/13,16,2,353164,448,448,P,1648,16:48,16,69,Spring St,69 Spring St,New York,NY,10014
7937998982,9/14/13,38,5,353164,420,420,P,1620,16:20,16,579,Broadway,579 Broadway,New York,NY,10014
7937998921,9/14/13,40,2,353164,300,300,P,1500,15:00,15,274,Mercer St,274 Mercer St,New York,NY,10014
7937998908,9/14/13,37,4,353164,220,220,P,1420,14:20,14,1,W 3rd St,1 W 3rd St,New York,NY,10014
7937998854,9/14/13,38,5,353164,159,159,P,1359,13:59,13,2,Bond St,2 Bond St,New York,NY,10014
7937998842,9/14/13,40,2,353164,151,151,P,1351,13:51,13,1,Great Jones St,1 Great Jones St,New York,NY,10014
7937998817,9/14/13,20,2,353164,132,132,P,1332,13:32,13,350,Bowery,350 Bowery,New York,NY,10014
7937998805,9/14/13,70,5,353164,128,128,P,1328,13:28,13,334,Bowery,334 Bowery,New York,NY,10014
7937998763,9/14/13,14,2,353164,109,109,P,1309,13:09,13,304,Elizabeth St,304 Elizabeth St,New York,NY,10014
7937998751,9/14/13,10,2,353164,103,103,P,1303,13:03,13,33,Bleecker St,33 Bleecker St,New York,NY,10014
7937999068,9/14/13,38,5,353164,554,554,P,1754,17:54,17,588,Broadway,588 Broadway,New York,NY,10014
7937999032,9/14/13,20,2,353164,525,525,P,1725,17:25,17,41,Bleecker St,41 Bleecker St,New York,NY,10014
7937998994,9/14/13,37,4,353164,429,429,P,1629,16:29,16,561,Broadway,561 Broadway,New York,NY,10014
7937998970,9/14/13,38,5,353164,326,326,P,1526,15:26,15,65,Bleecker St,65 Bleecker St,New York,NY,10014
7937998969,9/14/13,37,4,353164,323,323,P,1523,15:23,15,65,Bleecker St,65 Bleecker St,New York,NY,10014
7937998945,9/14/13,37,4,353164,317,317,P,1517,15:17,15,645,Broadway,645 Broadway,New York,NY,10014
7937998910,9/14/13,37,4,353164,252,252,P,1452,14:52,14,566,Laguardia Pl,566 Laguardia Pl,New York,NY,10014
7937998891,9/14/13,38,5,353164,214,214,P,1414,14:14,14,68,Bleecker St,68 Bleecker St,New York,NY,10014
7937998880,9/14/13,37,4,353164,208,208,P,1408,14:08,14,64,Bleecker St,64 Bleecker St,New York,NY,10014
7937998878,9/14/13,38,5,353164,206,206,P,1406,14:06,14,64,Bleecker St,64 Bleecker St,New York,NY,10014
7937998799,9/14/13,40,2,353164,124,124,P,1324,13:24,13,57,Bond St,57 Bond St,New York,NY,10014
7937998787,9/14/13,14,2,353164,116,116,P,1316,13:16,13,11,E 1st St,11 E 1st St,New York,NY,10014
7937998775,9/14/13,14,2,353164,114,114,P,1314,13:14,13,8,E 1st St,8 E 1st St,New York,NY,10014
7937999433,9/15/13,19,2,353164,429,429,P,1629,16:29,16,276,Bowery,276 Bowery,New York,NY,10014
7937999391,9/15/13,19,2,353164,329,329,P,1529,15:29,15,269,Bowery,269 Bowery,New York,NY,10014
7937999378,9/15/13,16,2,353164,312,312,P,1512,15:12,15,106,Rivington St,106 Rivington St,New York,NY,10014
7937999366,9/15/13,20,2,353164,303,303,P,1503,15:03,15,109,Norfolk St,109 Norfolk St,New York,NY,10014
7937999330,9/15/13,20,2,353164,111,111,P,1311,13:11,13,174,Forsyth St,174 Forsyth St,New York,NY,10014
7937999317,9/15/13,40,2,353164,1259,59,P,1259,12:59,12,38,Delancey St,38 Delancey St,New York,NY,10014
7937999275,9/15/13,14,2,353164,1229,29,P,1229,12:29,12,180,Mott St,180 Mott St,New York,NY,10014
7937999251,9/15/13,40,2,353164,1219,19,P,1219,12:19,12,2,Spring St,2 Spring St,New York,NY,10014
7937999240,9/15/13,40,2,353164,1150,1150,A,1150,11:50,11,214,Bowery,214 Bowery,New York,NY,10014
7937999214,9/15/13,71,5,353164,1127,1127,A,1127,11:27,11,290,Elizabeth St,290 Elizabeth St,New York,NY,10014
7937999196,9/15/13,71,5,353164,1115,1115,A,1115,11:15,11,50,Bond St,50 Bond St,New York,NY,10014
7937999172,9/15/13,16,2,353164,1058,1058,A,1058,10:58,10,302-4,Mott St,302-4 Mott St,New York,NY,10014
7937999160,9/15/13,71,5,353164,1053,1053,A,1053,10:53,10,262,Mott St,262 Mott St,New York,NY,10014
7937999147,9/15/13,16,2,353164,1039,1039,A,1039,10:39,10,381,Broome St,381 Broome St,New York,NY,10014
7937999123,9/15/13,14,2,353164,1036,1036,A,1036,10:36,10,180,Mott St,180 Mott St,New York,NY,10014
7937999111,9/15/13,20,2,353164,1025,1025,A,1025,10:25,10,174,Forsyth St,174 Forsyth St,New York,NY,10014
7937999100,9/15/13,20,2,353164,1024,1024,A,1024,10:24,10,174,Forsyth St,174 Forsyth St,New York,NY,10014
7937999093,9/15/13,10,2,353164,1017,1017,A,1017,10:17,10,100,Rivington St,100 Rivington St,New York,NY,10014
7937999421,9/15/13,14,2,353164,427,427,P,1627,16:27,16,87,E Houston St,87 E Houston St,New York,NY,10014
7937999354,9/15/13,20,2,353164,213,213,P,1413,14:13,14,141,Ludlow St,141 Ludlow St,New York,NY,10014
7937999287,9/15/13,14,2,353164,1231,31,P,1231,12:31,12,180,Mott St,180 Mott St,New York,NY,10014
7937999238,9/15/13,53,3,353164,1144,1144,A,1144,11:44,11,224,Elizabeth St,224 Elizabeth St,New York,NY,10014
7937999202,9/15/13,71,5,353164,1120,1120,A,1120,11:20,11,306,Bowery,306 Bowery,New York,NY,10014
7937999159,9/15/13,14,2,353164,1041,1041,A,1041,10:41,10,384,Broome St,384 Broome St,New York,NY,10014
7937999135,9/15/13,14,2,353164,1037,1037,A,1037,10:37,10,180,Mott St,180 Mott St,New York,NY,10014
7937999342,9/15/13,20,2,353164,112,112,P,1312,13:12,13,174,Forsyth St,174 Forsyth St,New York,NY,10014
7937999329,9/15/13,20,2,353164,110,110,P,1310,13:10,13,174,Forsyth St,174 Forsyth St,New York,NY,10014
7937999305,9/15/13,46,3,353164,1254,54,P,1254,12:54,12,108,Forsyth St,108 Forsyth St,New York,NY,10014
7937999688,9/16/13,20,2,353164,551,551,P,1751,17:51,17,36,Bleecker St,36 Bleecker St,New York,NY,10014
7937999639,9/16/13,37,4,353164,433,433,P,1633,16:33,16,566,Laguardia Pl,566 Laguardia Pl,New York,NY,10014
7937999597,9/16/13,37,4,353164,258,258,P,1458,14:58,14,14,Washington Pl,14 Washington Pl,New York,NY,10014
7937999573,9/16/13,38,5,353164,253,253,P,1453,14:53,14,32,Waverly Pl,32 Waverly Pl,New York,NY,10014
7937999500,9/16/13,71,5,353164,207,207,P,1407,14:07,14,1,Washington Pl,1 Washington Pl,New York,NY,10014
7937999470,9/16/13,16,2,353164,1259,59,P,1259,12:59,12,68,E 1st St,68 E 1st St,New York,NY,10014
7937999445,9/16/13,10,2,353164,1244,44,P,1244,12:44,12,62,Rivington St,62 Rivington St,New York,NY,10014
7937999676,9/16/13,42,4,353164,510,510,P,1710,17:10,17,588,Broadway,588 Broadway,New York,NY,10014
7937999664,9/16/13,42,4,353164,507,507,P,1707,17:07,17,580,Broadway,580 Broadway,New York,NY,10014
7937999652,9/16/13,10,2,353164,458,458,P,1658,16:58,16,106,Prince St,106 Prince St,New York,NY,10014
7937999640,9/16/13,20,2,353164,448,448,P,1648,16:48,16,468,W Broadway,468 W Broadway,New York,NY,10014
7937999627,9/16/13,20,2,353164,354,354,P,1554,15:54,15,29,W 4th St,29 W 4th St,New York,NY,10014
7937999615,9/16/13,38,5,353164,345,345,P,1545,15:45,15,14,Washington Pl,14 Washington Pl,New York,NY,10014
7937999585,9/16/13,37,4,353164,256,256,P,1456,14:56,14,14,Washington Pl,14 Washington Pl,New York,NY,10014
7937999536,9/16/13,17,2,353164,231,231,P,1431,14:31,14,204,Mercer St,204 Mercer St,New York,NY,10014
7937999524,9/16/13,71,5,353164,226,226,P,1426,14:26,14,75,Bleecker St,75 Bleecker St,New York,NY,10014
7937999512,9/16/13,69,5,353164,221,221,P,1421,14:21,14,650,Broadway,650 Broadway,New York,NY,10014
7937999494,9/16/13,38,5,353164,144,144,P,1344,13:44,13,1,Great Jones St,1 Great Jones St,New York,NY,10014
7937999482,9/16/13,14,2,353164,104,104,P,1304,13:04,13,8,E 1st St,8 E 1st St,New York,NY,10014
7937999469,9/16/13,14,2,353164,1252,52,P,1252,12:52,12,151,E Houston St,151 E Houston St,New York,NY,10014
7937999457,9/16/13,38,5,353164,1248,48,P,1248,12:48,12,169,Allen St,169 Allen St,New York,NY,10014
7937999974,9/18/13,71,5,353164,1243,43,P,1243,12:43,12,172,Ludlow St,172 Ludlow St,New York,NY,10014
7938296570,9/18/13,16,2,353164,553,553,P,1753,17:53,17,183,Mott St,183 Mott St,New York,NY,10014
7938296510,9/18/13,42,4,353164,409,409,P,1609,16:09,16,64,Fulton St,64 Fulton St,New York,NY,10014
7938296430,9/18/13,71,5,353164,219,219,P,1419,14:19,14,296,Elizabeth St,296 Elizabeth St,New York,NY,10014
7938296429,9/18/13,71,5,353164,216,216,P,1416,14:16,14,296,Elizabeth St,296 Elizabeth St,New York,NY,10014
7937999950,9/18/13,82,5,353164,1239,39,P,1239,12:39,12,165,Ludlow St,165 Ludlow St,New York,NY,10014
7938296569,9/18/13,14,2,353164,552,552,P,1752,17:52,17,180,Mott St,180 Mott St,New York,NY,10014
7938296533,9/18/13,42,4,353164,508,508,P,1708,17:08,17,50,Fulton St,50 Fulton St,New York,NY,10014
7938296521,9/18/13,69,5,353164,505,505,P,1705,17:05,17,56,Fulton St,56 Fulton St,New York,NY,10014
7938296454,9/18/13,20,2,353164,233,233,P,1433,14:33,14,166,Crosby St,166 Crosby St,New York,NY,10014
7938296405,9/18/13,71,5,353164,206,206,P,1406,14:06,14,4,E 1st St,4 E 1st St,New York,NY,10014
7938296399,9/18/13,48,3,353164,202,202,P,1402,14:02,14,22,E 1st St,22 E 1st St,New York,NY,10014
7938296375,9/18/13,14,2,353164,149,149,P,1349,13:49,13,151,E Houston St,151 E Houston St,New York,NY,10014
7937999998,9/18/13,40,2,353164,109,109,P,1309,13:09,13,8,E 1st St,8 E 1st St,New York,NY,10014
7937999986,9/18/13,20,2,353164,1255,55,P,1255,12:55,12,177,Ludlow St,177 Ludlow St,New York,NY,10014
7937999962,9/18/13,20,2,353164,1241,41,P,1241,12:41,12,165,Ludlow St,165 Ludlow St,New York,NY,10014
7391082284,9/19/13,20,2,353164,553,553,P,1753,17:53,17,47,W 13th St,47 W 13th St,New York,NY,10014
7391082272,9/19/13,20,2,353164,521,521,P,1721,17:21,17,13,W 13th St,13 W 13th St,New York,NY,10014
7391082260,9/19/13,20,2,353164,519,519,P,1719,17:19,17,13,W 13th St,13 W 13th St,New York,NY,10014
7391082247,9/19/13,20,2,353164,416,416,P,1616,16:16,16,43A,W 13th St,43A W 13th St,New York,NY,10014
7391082211,9/19/13,20,2,353164,332,332,P,1532,15:32,15,60,W 13th St,60 W 13th St,New York,NY,10014
7391082193,9/19/13,37,4,353164,323,323,P,1523,15:23,15,510,6th Ave,510 6th Ave,New York,NY,10014
7391082132,9/19/13,37,4,353164,218,218,P,1418,14:18,14,14,Washington Pl,14 Washington Pl,New York,NY,10014
7391082107,9/19/13,20,2,353164,147,147,P,1347,13:47,13,383,Lafayette St,383 Lafayette St,New York,NY,10014
7391082077,9/19/13,20,2,353164,134,134,P,1334,13:34,13,25,Bond St,25 Bond St,New York,NY,10014
7391082041,9/19/13,77,6,353164,106,106,P,1306,13:06,13,300,Bowery,300 Bowery,New York,NY,10014
7391082296,9/19/13,38,5,353164,556,556,P,1756,17:56,17,498,6th Ave,498 6th Ave,New York,NY,10014
7391082259,9/19/13,20,2,353164,418,418,P,1618,16:18,16,34,W 13th St,34 W 13th St,New York,NY,10014
7391082235,9/19/13,20,2,353164,414,414,P,1614,16:14,16,47,W 13th St,47 W 13th St,New York,NY,10014
7391082223,9/19/13,20,2,353164,413,413,P,1613,16:13,16,60,W 13th St,60 W 13th St,New York,NY,10014
7391082200,9/19/13,20,2,353164,327,327,P,1527,15:27,15,47,W 13th St,47 W 13th St,New York,NY,10014
7391082181,9/19/13,14,2,353164,319,319,P,1519,15:19,15,65,W 14th St,65 W 14th St,New York,NY,10014
7391082170,9/19/13,38,5,353164,240,240,P,1440,14:40,14,56,W 8th St,56 W 8th St,New York,NY,10014
7391082168,9/19/13,37,4,353164,238,238,P,1438,14:38,14,48,W 8th St,48 W 8th St,New York,NY,10014
7391082156,9/19/13,37,4,353164,235,235,P,1435,14:35,14,27,W 8th St,27 W 8th St,New York,NY,10014
7391082144,9/19/13,38,5,353164,231,231,P,1431,14:31,14,29,W 8th St,29 W 8th St,New York,NY,10014
7391082119,9/19/13,69,5,353164,203,203,P,1403,14:03,14,676,Broadway,676 Broadway,New York,NY,10014
7391082090,9/19/13,38,5,353164,139,139,P,1339,13:39,13,334,Bowery,334 Bowery,New York,NY,10014
7391082089,9/19/13,20,2,353164,137,137,P,1337,13:37,13,52,Bond St,52 Bond St,New York,NY,10014
7391082065,9/19/13,31,2,353164,123,123,P,1323,13:23,13,68,Bleecker St,68 Bleecker St,New York,NY,10014
7391082053,9/19/13,19,2,353164,108,108,P,1308,13:08,13,89A,E Houston St,89A E Houston St,New York,NY,10014
7391082030,9/19/13,48,3,353164,103,103,P,1303,13:03,13,4,E 1st St,4 E 1st St,New York,NY,10014
7391082028,9/19/13,38,5,353164,1240,40,P,1240,12:40,12,156,Allen St,156 Allen St,New York,NY,10014
7391082806,9/20/13,20,2,353164,538,538,P,1738,17:38,17,316,Mott St,316 Mott St,New York,NY,10014
7391082739,9/20/13,31,2,353164,359,359,P,1559,15:59,15,589,Broadway,589 Broadway,New York,NY,10014
7391082727,9/20/13,38,5,353164,352,352,P,1552,15:52,15,69,Prince St,69 Prince St,New York,NY,10014
7391082715,9/20/13,20,2,353164,303,303,P,1503,15:03,15,275,Mott St,275 Mott St,New York,NY,10014
