issuer_code,vcount,dcount
916219,1,1
916224,1,1
916226,2,2
916230,1,1
916240,1,1
916241,1,1
916246,2,2
916249,1,1
916270,71,36
916276,3,3
916278,3,3
916295,1,1
916299,4,4
916305,1,1
916320,1,1
916330,135,21
916333,28,11
916335,1,1
916337,2,1
916340,1,1
916373,1,1
916374,3,3
916380,2,2
916383,4,2
916396,1,1
916397,1,1
916400,1,1
916401,5,5
916402,1,1
916404,303,73
916405,32,11
916406,21,18
916407,8,8
916409,17,13
916414,1,1
916415,1,1
916416,1,1
916419,129,59
916440,1,1
916445,1,1
916449,6,5
916450,1,1
916455,1,1
916460,34,3
916469,2,2
916474,1,1
916495,104,59
916510,7,6
916514,28,17
916530,1,1
916543,1,1
916544,1,1
916547,4,3
916549,1,1
916560,1,1
916567,1,1
916570,1,1
916571,1,1
916572,8,6
916574,409,61
916577,1,1
916579,1,1
916584,79,19
916587,15,4
916588,1,1
916589,3,3
916593,2,2
916594,14,11
916597,18,12
916599,2,2
916605,1,1
916610,1,1
916617,1,1
916629,1,1
916635,1,1
916638,11,1
916639,1,1
916643,1,1
916645,4,4
916647,7,4
916649,2,1
916655,3,3
916660,1,1
916661,1,1
916664,1,1
916665,3,3
916666,3,3
916668,2,2
916669,26,24
916674,1,1
916675,1,1
916679,338,33
916680,3,3
916681,7,6
916683,11,10
916685,290,41
916687,5,5
916688,15,11
916689,2,2
916690,1,1
916693,1,1
916694,1,1
916699,118,59
916702,1,1
916705,1,1
916706,1,1
916713,1,1
916719,2,2
916731,1,1
916737,1,1
916740,1,1
916743,1,1
916746,5,3
916749,1,1
916755,1,1
916758,118,46
916767,2,2
916773,1,1
916777,167,76
916778,8,8
916782,4,1
916797,2,2
916809,1,1
916817,1,1
916826,1,1
916830,2,2
916833,1,1
916840,4,2
916843,1,1
916853,1,1
916858,1,1
916868,1,1
916873,16,13
916874,1,1
916880,3,2
916884,66,30
916885,3,2
916888,90,47
916891,1,1
916892,1,1
916893,1,1
916894,5,4
916897,4,4
916899,1,1
916904,1,1
916940,3,2
916942,1,1
916943,1,1
916947,3,3
916948,1,1
916949,676,56
916960,2,2
916968,1,1
916994,5,3
916999,2,2
917014,1,1
917017,1,1
917020,1,1
917021,1,1
917022,1,1
917026,1,1
917027,1,1
917032,1,1
917065,1,1
917067,3,3
917071,1,1
917076,1,1
917077,8,7
917154,1,1
917173,1,1
917206,1,1
917207,1,1
917216,1,1
917217,1,1
917241,3,2
917277,2,2
917291,144,16
917293,2,2
917295,97,49
917297,2,1
917373,2,2
917406,1,1
917408,1,1
917417,1,1
917425,1,1
917435,1,1
917459,1,1
917467,8,8
917471,3,3
917477,21,6
917480,23,12
917482,1,1
917487,1,1
917498,1,1
917499,92,31
917500,3,3
917506,150,82
917508,1,1
917560,2,2
917566,1,1
917578,58,3
917579,2,2
917581,1,1
917585,2,2
917601,1,1
917603,1,1
917607,2,2
917611,1,1
917612,2,2
917617,2,2
917620,3,2
917621,111,22
917622,2,2
917627,28,19
917632,2,2
917650,1,1
917651,1,1
917670,1,1
917671,6,6
917672,2,2
917673,2,2
917677,72,35
917691,1,1
917745,1,1
917756,1,1
917761,1,1
917765,16,4
917767,2,2
917774,91,45
917802,2,1
917806,2,2
917822,1,1
917849,3,3
917850,1,1
917869,2,2
917875,2,2
917878,1,1
917890,1,1
917902,1,1
917907,47,30
917917,2,2
917928,1,1
917947,1,1
917957,1,1
917958,1,1
917960,20,14
917961,2,2
917962,2,2
917967,714,79
917970,1,1
917972,1,1
917978,79,65
917979,3,3
917982,1,1
917987,34,25
918002,1,1
918003,391,112
918006,1,1
918007,2,2
918009,1,1
918021,1,1
918023,10,10
918030,1,1
918031,2,2
918033,5,5
918036,1,1
918037,39,15
918041,1,1
918061,1,1
918073,1,1
918090,1,1
918092,30,4
918098,1,1
918125,73,44
918163,74,26
918183,18,4
918193,22,7
918203,2,2
918215,1,1
918227,1,1
918228,1,1
918239,1,1
918246,7,3
918271,2,2
918277,56,34
918279,26,15
918308,3,2
918343,1,1
918346,14,4
918365,3,2
918369,255,68
918389,1,1
918437,2,2
918444,4,4
918493,47,24
918503,1,1
918506,1,1
918560,6,6
918577,1,1
918605,9,5
918624,1,1
918627,11,7
918636,2,1
918637,43,33
918640,2,2
918646,2,2
918680,18,10
918749,1,1
918796,1,1
918830,1,1
918839,1,1
918847,2,2
918873,1,1
918884,1,1
918896,9,5
918913,12,10
918915,480,78
918918,2,2
918919,1,1
918939,21,6
918967,1,1
918969,7,7
918975,2,2
918989,2,2
919008,1,1
919013,1,1
919022,3,3
919023,2,2
919040,1,1
919046,2,2
919052,2,2
919056,1,1
919060,1,1
919069,2,2
919073,32,16
919081,1,1
919082,533,67
919088,2,2
919113,1,1
919122,2,2
919123,17,12
919130,1,1
919144,2,2
919171,12,7
919202,2,2
919207,1,1
919208,90,53
919221,1,1
919240,1,1
919241,1,1
919252,1,1
919273,1,1
919278,80,39
919282,1,1
919291,1,1
919325,14,5
919326,11,7
919330,1,1
919347,1,1
919373,1,1
919378,1,1
919404,1,1
919413,1,1
919424,22,5
919428,22,12
919464,3,2
919482,3,3
919496,1,1
919527,1,1
919533,1,1
919569,1,1
919615,40,10
919626,75,37
919639,8,6
919640,1,1
919644,1,1
919649,58,4
919661,1,1
919676,3,3
919693,1,1
919699,1,1
919702,1,1
919711,35,14
919712,1,1
919722,16,6
919742,20,4
919749,28,10
919762,57,36
919809,3,3
919820,4,4
919830,1,1
919839,1,1
919840,4,4
919852,30,19
919860,2,2
919864,1,1
919867,1,1
919869,68,42
919870,2,2
919873,1,1
919883,2,2
919885,77,30
919890,568,83
919891,1,1
919892,4,4
919896,2,2
919898,1,1
919899,1,1
919911,1,1
919912,2,2
919913,63,25
919917,1,1
919923,5,5
919939,4,2
919947,1,1
919973,1,1
919980,3,3
920024,2,2
920027,3,3
920029,1,1
920054,1,1
920062,1,1
920072,1,1
920073,29,20
920077,1,1
920078,1,1
920094,25,21
920095,3,2
920127,37,7
920132,1,1
920137,15,2
920149,1,1
920160,1,1
920186,1,1
920191,2,2
920193,3,3
920216,1,1
920234,1,1
920239,2,2
920240,4,4
920249,3,3
920254,1,1
920260,3,3
920264,1,1
920266,1,1
920295,1,1
920306,11,9
920308,1,1
920314,1,1
920322,1,1
920325,3,3
920335,2,2
920339,153,54
920350,1,1
920352,1,1
920364,13,7
920379,1,1
920390,1,1
920392,4,3
920400,1,1
920407,1,1
920410,1,1
920420,4,2
920427,1,1
920430,1,1
920431,45,29
920439,31,16
920442,1,1
920470,35,11
920476,1,1
920482,1,1
920501,1,1
920506,41,35
920507,1,1
920508,1,1
920516,1,1
920519,79,38
920536,1,1
920540,1,1
920542,3,3
920544,1,1
920545,3,3
920546,11,10
920548,117,66
920552,1,1
920555,4,1
920560,1,1
920561,2,2
920565,1,1
920567,2199,148
920568,2,2
920569,7,7
920578,1,1
920579,1,1
920586,1,1
920593,14,5
920598,8,7
920604,1,1
920607,1,1
920620,1,1
920623,1,1
920624,5,5
920625,1,1
920633,1,1
920638,1,1
920639,3,1
920660,49,12
920666,5,5
920671,1,1
920677,86,44
920679,1,1
920687,1,1
920694,1,1
920697,1,1
920704,12,6
920727,2,1
920760,1,1
920765,1,1
920766,3,3
920770,2,2
920777,85,24
920782,4,2
920783,1,1
920804,89,50
920821,1,1
920823,52,26
920824,1,1
920828,14,3
920829,1,1
920848,1,1
920852,5,2
920856,2,2
920867,2,2
920871,51,33
920877,1,1
920887,1,1
920894,1,1
920896,1,1
920901,1,1
920904,1,1
920916,1,1
920917,2,2
920923,1,1
920928,1,1
920942,8,7
920947,1,1
920948,2,2
920950,1,1
920951,2,1
920953,1,1
920954,2,1
920955,2,2
920956,1,1
920959,3,1
920976,1,1
920988,1,1
921002,1141,91
921005,1,1
921007,6,6
921019,83,57
921020,1,1
921022,2,2
921024,3,3
921043,56,32
921057,1,1
921061,1,1
921066,1,1
921071,35,13
921077,3,3
921080,1,1
921081,67,21
921105,2,2
921112,1,1
921119,4,1
921121,277,96
921129,1,1
921131,1,1
921132,3,3
921133,73,30
921172,1,1
921183,25,5
921195,2,2
921211,1,1
921212,1,1
921213,1,1
921221,1,1
921243,1,1
921245,141,38
921248,1,1
921270,1,1
921271,1,1
921274,1,1
921285,1,1
921292,1,1
921295,1,1
921321,1,1
921323,1,1
921351,5,2
921354,4,3
921356,2,1
921373,2,2
921425,3,1
921431,1,1
921487,1,1
921500,2,1
921508,1,1
921554,1,1
921562,1,1
921581,1,1
921582,2,2
921597,119,44
921602,2,2
921611,1,1
921615,19,11
921617,1,1
921622,1,1
921630,1,1
921632,4,4
921650,1,1
921652,68,36
921656,4,4
921657,1,1
921662,3,3
921671,6,5
921675,72,43
921682,1,1
921700,1,1
921705,3,3
921706,3,3
921727,7,2
921745,1,1
921765,2,2
921774,14,3
921791,1,1
921795,35,18
921824,2,2
921835,2,2
921841,1,1
921847,1,1
921848,5,5
921910,51,35
921916,1,1
921917,1,1
921953,2,2
921967,1,1
921978,1,1
921983,1,1
922009,6,4
922018,3,3
922019,1,1
922043,41,13
922044,1,1
922051,3,3
922057,1,1
922085,1,1
922089,10,7
922094,1,1
922103,24,12
922105,1,1
922123,1,1
922181,1,1
922201,1,1
922202,1,1
922207,88,36
922216,1,1
922225,1,1
922229,23,10
922240,15,5
922250,4,3
922279,1,1
922280,1,1
922289,2,2
922319,5,5
922324,1,1
922329,1,1
922347,1,1
922360,1,1
922370,1,1
922373,3,2
922376,1,1
922377,7,7
922379,738,63
922385,1,1
922403,4,3
922407,1,1
922408,53,24
922438,4,3
922444,3,2
922509,56,22
922546,1,1
922548,1,1
922552,1,1
922564,48,36
922583,1,1
922586,2,2
922596,68,34
922598,1,1
922606,1,1
922621,3,1
922631,3,1
922640,161,78
922646,1,1
922649,100,69
922651,5,5
922655,4,3
922657,5,3
922660,1,1
922670,16,10
922688,1,1
922696,1,1
922701,1,1
922715,163,25
922723,7,4
922739,2,2
922769,77,51
922783,75,36
922785,2,2
922789,4,4
922803,1,1
922808,3,2
922847,1,1
922863,115,16
922876,1,1
922896,61,27
922905,1,1
922907,34,24
922908,1,1
922919,1,1
922921,21,8
922922,1,1
922935,1,1
922940,29,14
922944,6,6
922964,3,3
922968,251,26
922983,2,2
922987,1,1
923002,2,2
923007,4,1
923013,1,1
923015,110,33
923024,1,1
923025,70,42
923032,1,1
923036,8,8
923051,1,1
923094,3,3
923100,1,1
923108,75,44
923120,43,15
923124,1,1
923146,1,1
923160,2,2
923170,1,1
923174,6,5
923179,1,1
923180,23,16
923184,10,3
923194,1,1
923199,19,7
923202,10,3
923213,1,1
923224,3,2
923226,175,80
923232,1,1
923251,70,39
923257,6,6
923260,1,1
923271,1,1
923274,2,2
923279,1,1
923291,1,1
923304,1,1
923306,5,3
923312,1,1
923316,104,57
923318,12,8
923320,1,1
923330,18,10
923333,1,1
923334,144,34
923337,1,1
923342,3,3
923347,93,45
923374,1,1
923393,103,47
923402,1,1
923407,1,1
923425,88,33
923427,1,1
923428,1,1
923440,5,5
923442,73,28
923449,1,1
923462,1,1
923465,1,1
923467,1,1
923492,1,1
923504,1,1
923506,3,3
923523,1,1
923547,1,1
923550,1,1
923554,1,1
923557,1,1
923559,1,1
923570,1,1
923579,1,1
923602,16,9
923604,2,2
923607,1,1
923615,4,4
923618,1,1
923622,1,1
923628,27,18
923634,1,1
923642,1,1
923652,3,3
923678,12,4
923703,1,1
923704,4,4
923706,1,1
923718,1,1
923723,1,1
923724,13,13
923725,1,1
923729,3,3
923731,4,3
923734,1,1
923735,5,5
923737,8,2
923738,1,1
923739,168,29
923741,1,1
923747,13,3
923754,1,1
923771,3,3
923772,1,1
923774,545,68
923775,1,1
923776,1,1
923778,1,1
923779,30,16
923784,2,2
923800,3,3
923807,1,1
923851,109,46
923857,2,2
923874,2,1
923875,1,1
923878,10,6
923884,29,7
923893,1,1
923913,187,34
923915,1,1
923923,3,3
923924,96,35
923926,1,1
923939,1,1
923945,5,1
923949,1,1
923965,1,1
923985,2,2
923989,44,27
924003,1,1
924011,1,1
924013,69,30
924015,1,1
924062,1,1
924063,97,46
924065,2,2
924068,1,1
924073,1,1
924101,1,1
924109,3,3
924148,14,9
924165,240,19
924168,1,1
924178,1,1
924184,11,6
924189,1,1
924190,2,2
924202,1,1
924206,1,1
924208,5,3
924212,2,1
924232,7,2
924236,88,45
924243,2,2
924250,1,1
924260,2,2
924262,515,47
924266,1,1
924267,2,2
924268,155,78
924292,1,1
924340,1,1
924343,3,3
924345,420,96
924346,5,4
924348,14,12
924360,1,1
924367,7,5
924373,12,7
924383,27,11
924393,1,1
924407,1,1
924409,1,1
924432,1,1
924434,64,47
924437,12,11
924446,1,1
924460,102,28
924468,1,1
924473,2,2
924480,1,1
924488,26,8
924506,1,1
924530,83,41
924535,1,1
924560,7,4
924563,1,1
924566,12,4
924568,2,2
924597,2,2
924614,3,1
924615,4,4
924619,1,1
924630,1,1
924636,1,1
924638,3,3
924644,1,1
924664,1,1
924678,1,1
924699,2,2
924723,2,2
924728,2,2
924734,1,1
924742,1,1
924744,7,5
924757,91,34
924760,2,2
924778,72,54
924779,1,1
924783,2,2
924812,1,1
924819,42,33
924820,63,31
924863,2,2
924864,10,8
924869,2,2
924873,33,13
924892,26,7
924900,3,2
924902,1,1
924903,1,1
924905,515,54
924908,1,1
924923,1,1
924945,1,1
924962,61,26
924967,1,1
924982,1,1
924990,1,1
924994,81,29
925003,45,31
925005,1,1
925013,1,1
925049,1,1
925051,1,1
925057,4,4
925058,3,3
925067,1,1
925068,3,3
925072,1,1
925081,1,1
925087,1,1
925089,1,1
925098,1,1
925127,2,2
925134,30,18
925180,2,2
925183,1,1
925194,8,2
925199,5,3
925204,1,1
925205,1,1
925216,1,1
925218,1,1
925228,1,1
925232,1,1
925240,8,6
925241,1,1
925242,1,1
925243,1,1
925245,8,8
925246,7,6
925248,56,15
925250,100,22
925251,1,1
925260,1,1
925261,2,2
925265,6,3
925266,2,2
925268,10,6
925269,131,69
925284,14,5
925289,1,1
925290,1,1
925292,70,30
925296,1,1
925298,3,3
925299,65,30
925311,2,2
925322,28,9
925326,1,1
925327,1,1
925330,2,2
925335,83,20
925336,42,14
925338,1,1
925363,2,2
925381,3,1
925384,1,1
925395,1,1
925400,1,1
925402,1,1
925406,80,49
925407,33,7
925422,1,1
925423,2,2
925440,22,9
925442,1,1
925447,1,1
925448,1,1
925453,1,1
925462,62,27
925487,3,3
925493,1,1
925500,1,1
925502,13,2
925506,460,49
925507,1,1
925523,2,2
925536,1,1
925547,1,1
925560,1,1
925567,1,1
925571,1,1
925576,34,17
925592,60,42
925598,1,1
925605,1,1
925607,34,25
925626,25,5
925633,32,7
925640,1,1
925650,2,2
925651,103,60
925652,4,4
925653,71,34
925654,2,2
925655,1,1
925657,3326,164
925659,2,2
925660,81,36
925661,1,1
925662,1,1
925666,4,4
925667,2,2
925668,2,2
925669,1,1
925672,19,8
925681,4,4
925683,1,1
925684,2,2
925687,79,46
925688,1,1
925689,206,32
925709,8,6
925718,1,1
925723,2,2
925739,1,1
925748,131,44
925787,16,3
925788,2,1
925798,11,9
925800,54,36
925801,1,1
925802,3,3
925839,2,2
925845,1,1
925895,105,41
925907,1,1
925910,6,6
925912,1,1
925913,1,1
925917,12,8
925923,254,53
925925,3,2
925927,3,3
925954,39,17
925955,48,26
925958,1,1
925968,22,10
925971,2,2
925975,2,2
925976,1,1
925981,5,4
925982,1,1
925983,1,1
925985,1,1
925987,7,4
925995,1,1
926001,2,1
926002,2,2
926004,14,14
926009,1,1
926015,1,1
926020,1,1
926021,14,8
926024,1614,152
926025,1,1
926026,1,1
926027,1,1
926028,1,1
926029,141,47
926031,2,2
926033,1,1
926034,51,31
926038,3,2
926039,1,1
926041,1,1
926042,1,1
926044,76,5
926046,1,1
926049,1,1
926065,1,1
926069,1,1
926070,2,2
926074,7,7
926075,16,10
926078,1,1
926079,1,1
926084,5,5
926094,2,2
926096,1,1
926099,1,1
926110,6,6
926112,1253,96
926114,1,1
926115,1,1
926116,2,2
926117,3,3
926131,114,38
926140,1,1
926141,4,3
926143,1,1
926144,188,15
926145,179,61
926147,1,1
926149,507,81
926159,2,2
926166,1,1
926169,51,24
926171,1,1
926172,1,1
926174,14,1
926187,6,4
926204,1,1
926206,1,1
926213,1,1
926217,53,32
926220,2,2
926222,1,1
926224,5,5
926226,4,4
926229,2,2
926240,3,3
926243,60,37
926246,502,39
926247,3,2
926248,1,1
926249,2,2
926250,1,1
926253,1,1
926258,1,1
926260,5,4
926264,1,1
926265,4,1
926266,2,2
926270,1,1
926272,1,1
926274,1,1
926281,1,1
926295,1,1
926296,2,2
926299,2,2
926301,1,1
926305,4,4
926306,1,1
926315,2,2
926320,96,44
926322,81,49
926323,1,1
926324,4,4
926325,4,4
926326,1,1
926328,2,2
926329,1,1
926330,3,3
926336,1,1
926345,1,1
926348,1,1
926350,2,2
926365,2,2
926367,1,1
926375,4,4
926378,1,1
926383,1,1
926385,4,4
926388,1,1
926390,1,1
926391,1,1
926394,1,1
926395,92,50
926396,6,6
926398,18,14
926401,1,1
926402,1,1
926409,1,1
926416,2,1
926419,85,22
926429,1,1
926432,2,1
926433,10,10
926441,1,1
926444,6,5
926453,1,1
926460,1,1
926461,1,1
926462,1,1
926471,1,1
926476,1,1
926481,9,8
926482,6,5
926487,32,6
926488,3,3
926494,1,1
926497,1,1
926500,4,4
926503,1,1
926515,23,8
926519,1,1
926520,1,1
926523,2,2
926530,1,1
926535,17,11
926541,198,45
926543,1,1
926545,2,2
926548,1,1
926553,3,1
926560,643,66
926561,2,2
926562,3,3
926563,2,2
926564,1,1
926566,3,3
926570,3,2
926572,2,2
926573,8,8
926575,34,16
926576,72,4
926578,2,1
926580,3,3
926582,1,1
926583,528,96
926585,3,3
926586,299,96
926591,2,2
926592,2,2
926593,5,5
926597,7,2
926600,1,1
926602,7,6
926604,1,1
926609,52,24
926611,1,1
926615,1,1
926618,1,1
926620,1,1
926623,22,2
926624,6,6
926628,25,16
926630,12,8
926632,1,1
926633,238,43
926635,28,16
926636,2,2
926638,592,73
926640,16,11
926644,263,25
926646,1,1
926648,59,37
926649,6,5
926650,65,31
926656,4,4
926658,1,1
926659,1,1
926664,1,1
926669,1,1
926673,1,1
926674,12,9
926675,1,1
926677,1,1
926678,77,34
926682,1,1
926684,1,1
926685,536,59
926686,1,1
926688,1,1
926694,1,1
926698,1,1
926701,21,9
926706,7,2
926711,1,1
926712,8,4
926720,1,1
926721,3,3
926722,21,12
926723,113,20
926727,1,1
926728,1,1
926730,3,3
926740,4,3
926741,2,2
926742,1,1
926744,75,39
926746,4,4
926749,5,5
926760,91,33
926762,74,48
926763,2,2
926766,39,23
926767,1,1
926770,71,37
926771,52,29
926772,28,4
926773,1,1
926775,4,3
926776,2,2
926777,3,3
926783,2,2
926786,12,6
926791,85,45
926794,1,1
926795,1,1
926800,1,1
926802,46,27
926823,1,1
926824,6,6
926825,1,1
926834,1,1
926837,1,1
926841,15,10
926844,1,1
926849,3,2
926854,1,1
926856,10,1
926858,2,1
926860,1,1
926862,4,3
926863,1,1
926865,3,3
926867,80,40
926869,41,23
926873,2,1
926883,1,1
926887,8,3
926892,8,2
926898,1,1
926901,1,1
926908,6,2
926914,1,1
926915,3,3
926917,2,2
926918,110,14
926919,86,30
926922,2,2
926924,1,1
926927,49,24
926929,1,1
926944,1,1
926945,2,2
926948,80,26
926949,1,1
926957,2,2
926968,116,57
926969,21,3
926971,86,55
926983,1,1
926985,1,1
926988,82,36
927000,1,1
927003,1,1
927004,1,1
927007,2,2
927012,76,36
927013,1,1
927014,2,2
927015,1,1
927017,2,2
927018,27,7
927019,1,1
927026,23,9
927030,1,1
927035,1,1
927036,1,1
927038,1,1
927042,29,13
927044,1,1
927050,4,3
927051,143,21
927052,2,2
927054,8,2
927056,1,1
927057,147,23
927058,70,28
927059,1,1
927060,1,1
927062,88,38
927063,1,1
927064,1,1
927067,90,36
927072,1,1
927078,1,1
927085,3,3
927089,49,16
927091,1,1
927092,1,1
927094,385,54
927100,40,22
927103,8,7
927105,72,36
927106,1,1
927108,4,3
927112,1,1
927116,1,1
927125,1,1
927128,43,10
927130,6,6
927131,1,1
927132,96,50
927133,2,2
927137,1,1
927139,1,1
927150,1,1
927153,76,34
927160,23,13
927168,1,1
927169,1,1
927172,1,1
927173,1,1
927177,11,7
927179,26,10
927180,1,1
927182,1,1
927184,1,1
927187,1,1
927188,184,46
927190,1,1
927194,1,1
927197,25,9
927203,2,2
927204,45,18
927205,1,1
927213,1,1
927214,82,40
927216,1,1
927222,2,2
927240,1,1
927241,1,1
927250,85,20
927251,1,1
927252,42,9
927262,1,1
927266,47,12
927270,1,1
927271,12,7
927272,1,1
927273,6,6
927275,3,3
927276,68,40
927277,1,1
927282,1,1
927289,1,1
927305,1,1
927310,15,11
927313,4,4
927317,1,1
927318,1,1
927323,23,8
927325,1,1
927331,2,2
927332,2,2
927334,1,1
927335,2,2
927336,1,1
927337,506,60
927340,9,2
927341,2,2
927343,27,20
927345,1,1
927346,2,2
927347,1,1
927350,1,1
927351,3,3
927355,1447,110
927357,4,4
927358,35,7
927359,3,3
927364,9,5
927365,1,1
927366,2,2
927367,212,28
927368,2,2
927371,3,3
927372,3,3
927373,1156,112
927375,2,2
927378,2,2
927379,3,3
927387,29,5
927388,2,2
927389,1,1
927390,1,1
927391,480,47
927393,1,1
927402,3,3
927403,432,68
927405,2,2
927407,1,1
927410,2,2
927413,2,2
927415,4,4
927416,1,1
927417,2,2
927420,4,4
927423,3,3
927425,2,2
927428,1,1
927430,1,1
927431,69,34
927433,1,1
927434,1,1
927436,10,9
927437,4,3
927438,214,33
927440,256,73
927441,2,2
927442,18,15
927445,1,1
927446,2,2
927447,10,9
927449,1,1
927451,2,2
927453,12,10
927457,17,9
927458,1,1
927467,1,1
927478,2,2
927480,1,1
927481,14,4
927487,844,72
927488,57,39
927489,37,2
927490,3,3
927491,3,1
927498,1,1
927503,11,6
927505,38,20
927507,3,3
927509,1,1
927529,1,1
927530,1,1
927537,2,2
927539,93,9
927540,1,1
927550,13,2
927553,2,1
927560,1,1
927562,1,1
927564,1,1
927570,106,40
927572,2,2
927573,6,6
927581,3,3
927583,70,18
927585,1,1
927587,9,7
927590,2,2
927591,1,1
927601,5,5
927602,1,1
927604,170,47
927605,2,2
927607,8,7
927609,5,5
927610,1,1
927611,2,2
927615,45,20
927616,1,1
927617,1,1
927618,4,2
927630,3,3
927631,1,1
927632,1,1
927634,10,9
927636,1853,128
927637,12,11
927640,1,1
927643,2,1
927644,1,1
927648,1,1
927649,51,27
927651,1,1
927657,9,5
927663,1,1
927674,30,11
927684,1,1
927685,58,29
927694,15,10
927700,1,1
927701,110,12
927702,4,2
927703,94,26
927704,103,39
927705,1,1
927706,648,54
927707,7,5
927708,2,2
927731,3,2
927733,25,5
927743,1,1
927750,2,2
927764,2,2
927766,1,1
927773,3,1
927784,67,31
927788,2,2
927789,43,21
927804,1,1
927824,101,51
927828,2,1
927835,26,13
927836,1,1
927841,6,4
927842,1,1
927843,2,2
927846,1,1
927847,71,41
927853,1,1
927867,3,3
927876,3,3
927896,21,14
927897,1,1
927903,10,7
927905,3,3
927906,2,2
927908,55,34
927913,1,1
927921,2,2
927923,8,7
927926,1,1
927928,1,1
927934,1,1
927935,87,40
927938,1,1
927939,1,1
927940,2,2
927944,31,15
927945,1,1
927947,4,3
927967,5,5
927980,2,2
927983,108,49
927987,1,1
928003,1,1
928007,1,1
928011,60,19
928015,1,1
928021,1,1
928035,1,1
928041,1,1
928066,1,1
928067,16,13
928068,3,3
928069,2,2
928093,1,1
928101,45,30
928107,1,1
928117,1,1
928124,7,2
928126,74,31
928144,1,1
928148,1,1
928169,1,1
928202,16,13
928208,18,6
928225,25,8
928227,59,24
928240,1,1
928241,3,3
928246,2,2
928265,1,1
928279,1,1
928283,45,12
928286,1,1
928289,1,1
928298,1,1
928313,13,6
928338,80,41
928350,5,2
928353,1,1
928354,72,33
928356,3,3
928366,1,1
928367,1,1
928385,1,1
928403,1,1
928406,1,1
928419,1,1
928421,6,4
928428,2,1
928433,1,1
928445,1,1
928447,1,1
928448,1,1
928454,74,32
928457,2,2
928460,1,1
928464,16,8
928482,45,20
928492,3,2
928497,36,23
928499,1,1
928512,76,45
928522,1,1
928524,111,39
928530,12,10
928531,1,1
928532,1,1
928533,1,1
928536,72,39
928538,2,2
928541,1,1
928548,1,1
928554,1,1
928567,1,1
928575,58,33
928578,3,3
928588,22,21
928600,1,1
928607,1,1
928610,1,1
928612,29,17
928620,1,1
928630,1,1
928633,81,39
928636,1,1
928640,62,23
928644,1,1
928646,2,2
928648,3,3
928652,1,1
928657,2,2
928660,3,3
928670,1,1
928671,114,46
928680,1,1
928683,2,2
928686,4,1
928690,4,3
928709,10,5
928710,80,32
928716,102,29
928718,2,2
928728,1,1
928734,5,2
928747,15,14
928780,1,1
928785,67,27
928786,1,1
928788,2,2
928789,2,2
928791,1,1
928792,1,1
928808,1,1
928822,1,1
928833,17,3
928835,120,46
928855,1,1
928863,1,1
928883,22,12
928898,27,16
928911,1,1
928914,1,1
928915,14,12
928917,1,1
928918,3,3
928926,36,15
928929,1,1
928945,1,1
928950,112,51
928952,1,1
928956,175,38
928974,5,3
928976,41,19
928981,52,21
928989,1,1
928992,11,4
928995,28,16
928996,4,3
928998,2,2
929000,1,1
929005,2,2
929007,1,1
929012,1,1
929021,1,1
929022,2,2
929024,2,2
929025,793,72
929026,2,2
929028,2,2
929042,1,1
929052,1,1
929056,54,33
929061,1,1
929063,3,2
929071,4,4
929072,80,30
929082,1,1
929092,1,1
929103,24,11
929104,1,1
929105,1,1
929120,16,14
929122,53,21
929124,1,1
929126,57,20
929130,76,33
929137,10,4
929140,1,1
929147,1,1
929150,1,1
929152,1,1
929158,11,5
929171,90,38
929172,1,1
929173,1,1
929184,201,22
929187,1,1
929190,54,5
929191,1,1
929192,101,30
929206,3,3
929207,1,1
929210,2,2
929212,22,7
929216,120,39
929225,1,1
929240,1,1
929243,3,3
929245,44,27
929246,1,1
929248,5,4
929250,2,2
929251,50,31
929254,1,1
929257,1,1
929259,80,33
929260,71,48
929265,2,2
929268,80,23
929277,1,1
929281,1,1
929286,8,3
929287,49,4
929308,1,1
929316,1,1
929322,1,1
929335,1,1
929338,78,38
929341,1,1
929361,50,32
929368,11,9
929373,5,4
929388,1,1
929391,3,3
929396,1,1
929400,3,3
929402,127,57
929403,3,3
929407,84,32
929412,1,1
929413,1,1
929417,2,2
929418,101,33
929423,10,10
929429,1,1
929430,1,1
929431,91,37
929436,1,1
929440,2,2
929441,1,1
929442,27,14
929443,3,2
929445,69,36
929446,1,1
929447,1,1
929453,104,55
929456,1,1
929467,2,2
929473,1,1
929482,1,1
929487,1,1
929488,5,3
929493,105,41
929501,2,2
929503,69,42
929512,2,2
929520,1,1
929523,2,2
929524,49,39
929530,1,1
929533,58,27
929534,1,1
929553,5,5
929555,1,1
929557,1,1
929561,12,11
929565,2,1
929567,1,1
929570,1,1
929572,79,51
929573,93,36
929574,1,1
929577,2,2
929578,3,3
929581,1,1
929588,1,1
929592,1,1
929608,52,35
929638,1,1
929640,1,1
929657,1,1
929666,1,1
929680,1,1
929689,1,1
929690,1,1
929693,2,2
929705,2,2
929707,1,1
929723,2,2
929727,1,1
929731,22,8
929734,5,1
929740,1,1
929742,161,21
929744,2,2
929752,34,19
929759,1,1
929763,1,1
929764,1,1
929765,52,30
929768,42,19
929771,83,33
929774,2,2
929777,30,19
929779,73,31
929784,2,2
929786,1,1
929803,1,1
929820,2,2
929823,1,1
929824,3,3
929852,4,3
929855,1,1
929861,1,1
929865,2,2
929872,2,2
929874,2,2
929885,109,48
929890,3,2
929903,16,15
