issuer_code,violation_category,violation_time_bucket,count
354098,5,6,36
354098,5,7,10
354098,5,8,21
354098,5,9,17
354098,5,10,9
354098,5,11,3
354098,5,12,3
354125,1,2,6
354125,1,3,37
354125,1,4,116
354125,1,5,13
354125,1,6,26
354125,1,7,2
354125,2,1,5
354125,2,2,7
354125,2,3,35
354125,2,4,123
354125,2,5,125
354125,2,6,64
354125,2,7,109
354125,2,8,266
354125,2,9,368
354125,2,10,244
354125,2,11,164
354125,2,12,107
354125,3,2,1
354125,3,4,7
354125,3,5,12
354125,3,6,4
354125,3,7,10
354125,3,8,31
354125,3,9,25
354125,3,10,17
354125,3,11,7
354125,3,12,12
354125,4,3,15
354125,4,4,81
354125,4,5,99
354125,4,6,60
354125,4,7,115
354125,4,8,211
354125,4,9,189
354125,4,10,179
354125,4,11,139
354125,4,12,152
354125,5,1,4
354125,5,2,10
354125,5,3,63
354125,5,4,189
354125,5,5,193
354125,5,6,106
354125,5,7,143
354125,5,8,341
354125,5,9,281
354125,5,10,300
354125,5,11,172
354125,5,12,233
354205,2,1,23
354205,2,2,398
354205,2,3,385
354205,2,4,471
354205,2,5,352
354205,2,6,218
354205,2,7,140
354205,2,8,100
354205,2,9,355
354205,2,10,225
354205,2,11,85
354205,2,12,49
354205,3,2,57
354205,3,3,97
354205,3,4,67
354205,3,5,68
354205,3,6,38
354205,3,7,31
354205,3,8,16
354205,3,9,33
354205,3,10,21
354205,3,11,6
354205,3,12,1
354205,4,2,4
354205,4,3,30
354205,4,4,46
354205,4,5,58
354205,4,6,32
354205,4,7,35
354205,4,8,23
354205,4,9,97
354205,4,10,61
354205,4,11,22
354205,4,12,6
354205,5,1,2
354205,5,2,240
354205,5,3,306
354205,5,4,182
354205,5,5,149
354205,5,6,59
354205,5,7,46
354205,5,8,41
354205,5,9,131
354205,5,10,108
354205,5,11,18
354205,5,12,10
354205,6,2,6
354205,6,3,9
354205,6,4,7
354205,6,5,3
354205,6,7,33
354205,6,8,8
354205,6,9,16
354205,6,10,7
354205,6,11,3
354205,6,12,1
355050,1,1,17
355050,1,2,144
355050,1,3,192
355050,1,4,78
355050,1,5,29
355050,1,6,2
355050,2,1,193
355050,2,2,253
355050,2,3,273
355050,2,4,333
355050,2,5,205
355050,2,6,85
355050,2,7,31
355050,2,8,37
355050,2,9,59
355050,2,10,28
355050,2,11,3
355050,2,12,2
355050,3,1,231
355050,3,2,247
355050,3,3,186
355050,3,4,195
355050,3,5,201
355050,3,6,89
355050,3,7,14
355050,3,8,23
355050,3,9,21
355050,3,10,3
355050,3,12,1
355050,4,3,2
355050,4,4,11
355050,4,5,4
355050,4,6,3
355050,4,7,2
355050,4,8,9
355050,4,9,14
355050,4,10,1
355050,4,11,1
355050,4,12,1
355050,5,1,107
355050,5,2,151
355050,5,3,162
355050,5,4,139
355050,5,5,115
355050,5,6,64
355050,5,7,16
355050,5,8,33
355050,5,9,25
355050,5,10,7
355050,5,11,1
355050,5,12,2
355050,6,2,1
355050,6,5,4
355073,1,2,208
355073,1,3,486
355073,1,4,51
355073,1,5,2
355073,1,6,1
355073,2,1,246
355073,2,2,573
355073,2,3,397
355073,2,4,468
355073,2,5,192
355073,2,6,54
355073,2,7,25
355073,2,8,47
355073,2,9,41
355073,2,10,26
355073,2,11,7
355073,3,1,52
355073,3,2,451
355073,3,3,248
355073,3,4,222
355073,3,5,132
355073,3,6,13
355073,3,7,2
355073,3,8,14
355073,3,9,18
355073,3,10,15
355073,3,11,4
355073,4,3,2
355073,4,4,3
355073,4,5,4
355073,4,6,2
355073,4,8,13
355073,4,9,6
355073,4,10,4
355073,5,1,89
355073,5,2,348
355073,5,3,212
355073,5,4,160
355073,5,5,103
355073,5,6,9
355073,5,7,6
355073,5,8,74
355073,5,9,39
355073,5,10,16
355073,5,11,7
355080,1,2,4
355080,1,3,29
355080,1,4,251
355080,1,5,2
355080,1,6,28
355080,2,1,335
355080,2,2,320
355080,2,3,173
355080,2,4,133
355080,2,5,133
355080,2,6,64
355080,2,7,1
355080,3,1,241
355080,3,2,259
355080,3,3,211
355080,3,4,210
355080,3,5,179
355080,3,6,88
355080,3,7,4
355080,3,8,1
355080,5,1,471
355080,5,2,458
355080,5,3,269
355080,5,4,178
355080,5,5,149
355080,5,6,58
355080,5,7,4
355113,1,2,15
355113,1,3,334
355113,1,4,536
355113,1,5,9
355113,1,6,143
355113,1,7,3
355113,1,10,1
355113,2,1,5
355113,2,2,22
355113,2,3,180
355113,2,4,318
355113,2,5,164
355113,2,6,184
355113,2,7,129
355113,2,8,85
355113,2,9,105
355113,2,10,260
355113,2,11,235
355113,2,12,18
355113,3,1,1
355113,3,2,1
355113,3,3,4
355113,3,4,11
355113,3,5,7
355113,3,6,7
355113,3,7,14
355113,3,8,12
355113,3,9,8
355113,3,10,39
355113,3,11,11
355113,3,12,1
355113,4,3,30
355113,4,4,144
355113,4,5,144
355113,4,6,194
355113,4,7,152
355113,4,8,23
355113,4,9,18
355113,4,10,94
355113,4,11,70
355113,4,12,16
355113,5,2,12
355113,5,3,190
355113,5,4,691
355113,5,5,415
355113,5,6,285
355113,5,7,187
355113,5,8,78
355113,5,9,40
355113,5,10,160
355113,5,11,76
355113,5,12,14
355117,1,2,120
355117,1,3,246
355117,1,4,139
355117,1,5,12
355117,1,6,410
355117,1,7,25
355117,2,1,603
355117,2,2,494
355117,2,3,173
355117,2,4,181
355117,2,5,135
355117,2,6,94
355117,2,7,37
355117,2,8,25
355117,2,9,3
355117,2,10,5
355117,2,11,1
355117,3,1,178
355117,3,2,73
355117,3,3,110
355117,3,4,154
355117,3,5,144
355117,3,6,64
355117,3,7,22
355117,3,8,15
355117,3,9,4
355117,3,10,9
355117,4,5,2
355117,4,7,3
355117,4,8,1
355117,4,9,3
355117,4,10,3
355117,5,1,61
355117,5,2,68
355117,5,3,106
355117,5,4,136
355117,5,5,112
355117,5,6,81
355117,5,7,26
355117,5,8,9
355117,5,9,12
355117,5,10,6
355117,6,2,1
355117,6,5,1
355134,1,1,15
355134,1,2,217
355134,1,3,619
355134,1,4,255
355134,1,5,26
355134,1,6,293
355134,1,7,40
355134,2,1,283
355134,2,2,597
355134,2,3,1079
355134,2,4,145
355134,2,5,119
355134,2,6,194
355134,2,7,121
355134,2,8,248
355134,2,9,194
355134,2,10,104
355134,2,11,47
355134,2,12,2
355134,3,1,36
355134,3,2,49
355134,3,3,58
355134,3,4,35
355134,3,5,25
355134,3,6,21
355134,3,7,21
355134,3,8,61
355134,3,9,15
355134,3,10,11
355134,3,11,1
355134,4,3,1
355134,4,6,2
355134,4,8,6
355134,4,9,2
355134,5,1,5
355134,5,2,24
355134,5,3,146
355134,5,4,122
355134,5,5,35
355134,5,6,50
355134,5,7,17
355134,5,8,33
355134,5,9,19
355134,5,10,9
355134,5,11,1
355134,6,2,1
355144,1,3,52
355144,1,4,5
355144,1,6,1
355144,2,1,533
355144,2,2,627
355144,2,3,476
355144,2,4,477
355144,2,5,310
355144,2,6,74
355144,2,7,31
355144,2,8,24
355144,2,9,5
355144,2,10,13
355144,2,11,4
355144,3,1,175
355144,3,2,139
355144,3,3,152
355144,3,4,167
355144,3,5,130
355144,3,6,25
355144,3,7,8
355144,3,8,2
355144,3,9,4
355144,3,10,1
355144,4,1,1
355144,4,2,1
355144,4,3,2
355144,4,4,9
355144,4,5,9
355144,4,6,1
355144,5,1,263
355144,5,2,335
355144,5,3,162
355144,5,4,184
355144,5,5,125
355144,5,6,29
355144,5,7,2
355144,5,8,2
355144,5,9,1
355144,5,10,1
355145,2,5,74
355145,2,6,115
355145,2,7,193
355145,2,8,882
355145,2,9,742
355145,2,10,520
355145,2,11,551
355145,2,12,312
355145,3,6,1
355145,3,7,11
355145,3,8,75
355145,3,9,59
355145,3,10,44
355145,3,11,16
355145,3,12,7
355145,4,7,23
355145,4,8,160
355145,4,9,156
355145,4,10,154
355145,4,11,70
355145,4,12,64
355145,5,5,8
355145,5,6,22
355145,5,7,56
355145,5,8,239
355145,5,9,249
355145,5,10,183
355145,5,11,94
355145,5,12,73
355145,6,5,1
355145,6,6,1
355145,6,7,5
355145,6,8,69
355145,6,9,31
355145,6,10,14
355145,6,11,4
355145,6,12,3
355156,1,1,18
355156,1,2,213
355156,1,3,373
355156,1,4,402
355156,1,5,119
355156,1,6,405
355156,1,7,64
355156,2,1,348
355156,2,2,617
355156,2,3,281
355156,2,4,345
355156,2,5,295
355156,2,6,321
355156,2,7,207
355156,2,8,27
355156,2,9,35
355156,2,10,23
355156,2,11,10
355156,3,1,26
355156,3,2,17
355156,3,3,11
355156,3,4,24
355156,3,5,28
355156,3,6,37
355156,3,7,21
355156,3,8,5
355156,3,9,7
355156,3,12,1
355156,4,3,3
355156,4,4,2
355156,4,5,7
355156,4,6,1
355156,4,7,4
355156,5,1,13
355156,5,2,43
355156,5,3,38
355156,5,4,66
355156,5,5,38
355156,5,6,38
355156,5,7,35
355156,5,8,4
355156,5,10,2
355156,6,4,1
355205,1,1,10
355205,1,2,86
355205,1,3,295
355205,1,4,245
355205,1,5,65
355205,1,6,446
355205,1,7,29
355205,2,1,162
355205,2,2,248
355205,2,3,175
355205,2,4,215
355205,2,5,295
355205,2,6,299
355205,2,7,243
355205,2,8,187
355205,2,9,81
355205,2,10,40
355205,2,11,16
355205,2,12,16
355205,3,1,10
355205,3,2,8
355205,3,3,6
355205,3,4,12
355205,3,5,15
355205,3,6,11
355205,3,7,13
355205,3,8,9
355205,3,9,6
355205,3,10,1
355205,3,12,4
355205,4,4,11
355205,4,5,139
355205,4,6,127
355205,4,7,115
355205,4,8,82
355205,4,9,63
355205,4,10,28
355205,4,11,4
355205,4,12,24
355205,5,1,14
355205,5,2,43
355205,5,3,127
355205,5,4,153
355205,5,5,255
355205,5,6,204
355205,5,7,162
355205,5,8,157
355205,5,9,66
355205,5,10,25
355205,5,11,10
355205,5,12,22
355212,1,1,1
355212,1,2,182
355212,1,3,623
355212,1,4,118
355212,1,5,60
355212,1,6,72
355212,2,1,168
355212,2,2,546
355212,2,3,336
355212,2,4,239
355212,2,5,168
355212,2,6,64
355212,2,7,19
355212,2,8,63
355212,2,9,58
355212,2,10,36
355212,2,11,11
355212,2,12,4
355212,3,1,31
355212,3,2,227
355212,3,3,167
355212,3,4,260
355212,3,5,234
355212,3,6,66
355212,3,7,2
355212,3,8,30
355212,3,9,29
355212,3,10,33
355212,3,11,10
355212,4,4,4
355212,4,5,12
355212,4,6,2
355212,4,8,21
355212,4,9,9
355212,4,10,4
355212,4,11,2
355212,5,1,214
355212,5,2,143
355212,5,3,198
355212,5,4,224
355212,5,5,223
355212,5,6,40
355212,5,7,8
355212,5,8,65
355212,5,9,52
355212,5,10,18
355212,5,11,9
355212,5,12,3
355218,1,1,2
355218,1,2,260
355218,1,3,478
355218,1,4,384
355218,1,5,53
355218,1,6,139
355218,1,7,3
355218,2,1,362
355218,2,2,684
355218,2,3,360
355218,2,4,332
355218,2,5,157
355218,2,6,83
355218,2,7,19
355218,2,8,10
355218,2,9,17
355218,2,10,3
355218,2,11,3
355218,3,1,80
355218,3,2,52
355218,3,3,64
355218,3,4,46
355218,3,5,35
355218,3,6,17
355218,3,7,3
355218,3,8,13
355218,3,9,5
355218,3,11,2
355218,4,6,2
355218,5,1,28
355218,5,2,86
355218,5,3,99
355218,5,4,71
355218,5,5,42
355218,5,6,14
355218,5,7,1
355218,5,10,2
355218,5,11,1
355218,6,2,1
355220,1,2,10
355220,1,3,31
355220,1,4,23
355220,2,1,25
355220,2,2,53
355220,2,3,26
355220,2,4,51
355220,2,5,91
355220,2,6,184
355220,2,7,218
355220,2,8,987
355220,2,9,859
355220,2,10,279
355220,2,11,408
355220,2,12,157
355220,3,1,4
355220,3,2,3
355220,3,4,6
355220,3,5,10
355220,3,6,11
355220,3,7,22
355220,3,8,167
355220,3,9,116
355220,3,10,53
355220,3,11,42
355220,3,12,18
355220,4,3,1
355220,4,4,1
355220,4,5,1
355220,4,6,1
355220,4,8,18
355220,4,9,28
355220,4,10,6
355220,4,11,11
355220,5,1,1
355220,5,2,5
355220,5,3,15
355220,5,4,20
355220,5,5,23
355220,5,6,13
355220,5,7,18
355220,5,8,352
355220,5,9,334
355220,5,10,167
355220,5,11,149
355220,5,12,84
355220,6,5,1
355224,1,3,13
355224,2,2,5
355224,2,3,8
355224,2,4,5
355224,2,5,2
355224,2,6,6
355224,2,7,51
355224,2,8,363
355224,2,9,397
355224,2,10,298
355224,2,11,265
355224,2,12,112
355224,3,2,7
355224,3,3,5
355224,3,4,3
355224,3,5,1
355224,3,6,8
355224,3,7,89
355224,3,8,348
355224,3,9,329
355224,3,10,196
355224,3,11,107
355224,3,12,78
355224,4,4,2
355224,4,5,2
355224,4,6,7
355224,4,7,25
355224,4,8,226
355224,4,9,208
355224,4,10,121
355224,4,11,98
355224,4,12,76
355224,5,2,4
355224,5,3,12
355224,5,4,19
355224,5,5,20
355224,5,6,13
355224,5,7,65
355224,5,8,582
355224,5,9,449
355224,5,10,263
355224,5,11,153
355224,5,12,117
355283,1,2,99
355283,1,3,148
355283,1,4,477
355283,1,5,23
355283,1,6,196
355283,2,1,447
355283,2,2,743
355283,2,3,790
355283,2,4,517
355283,2,5,362
355283,2,6,183
355283,2,7,37
355283,2,8,19
355283,2,9,7
355283,3,1,98
355283,3,2,79
355283,3,3,121
355283,3,4,89
355283,3,5,82
355283,3,6,27
355283,3,7,6
355283,3,8,2
355283,4,3,1
355283,4,4,6
355283,4,5,14
355283,4,6,2
355283,4,7,1
355283,5,1,57
355283,5,2,113
355283,5,3,103
355283,5,4,149
355283,5,5,93
355283,5,6,41
355283,5,7,17
355283,5,8,4
355417,1,3,5
355417,1,4,26
355417,1,5,121
355417,1,6,347
355417,1,7,75
355417,2,2,2
355417,2,3,32
355417,2,4,158
355417,2,5,268
355417,2,6,333
355417,2,7,379
355417,2,8,382
355417,2,9,241
355417,2,10,130
355417,2,11,18
355417,2,12,4
355417,3,3,4
355417,3,4,12
355417,3,5,44
355417,3,6,55
355417,3,7,42
355417,3,8,34
355417,3,9,25
355417,3,10,13
355417,3,11,1
355417,3,12,1
355417,4,4,19
355417,4,5,196
355417,4,6,201
355417,4,7,260
355417,4,8,221
355417,4,9,91
355417,4,10,91
355417,4,11,13
355417,4,12,4
355417,5,3,45
355417,5,4,135
355417,5,5,401
355417,5,6,313
355417,5,7,335
355417,5,8,311
355417,5,9,177
355417,5,10,134
355417,5,11,8
355417,5,12,3
355428,2,1,3
355428,2,2,37
355428,2,3,171
355428,2,4,198
355428,2,5,84
355428,2,6,69
355428,2,7,87
355428,2,8,286
355428,2,9,271
355428,2,10,213
355428,2,11,232
355428,2,12,83
355428,3,2,13
355428,3,3,23
355428,3,4,28
355428,3,5,17
355428,3,6,6
355428,3,7,20
355428,3,8,52
355428,3,9,40
355428,3,10,24
355428,3,11,12
355428,3,12,3
355428,4,2,5
355428,4,3,10
355428,4,4,19
355428,4,5,8
355428,4,6,2
355428,4,7,5
355428,4,8,55
355428,4,9,42
355428,4,10,25
355428,4,11,29
355428,4,12,8
355428,5,2,7
355428,5,3,19
355428,5,4,14
355428,5,5,6
355428,5,6,13
355428,5,7,7
355428,5,8,49
355428,5,9,53
355428,5,10,26
355428,5,11,24
355428,5,12,14
355428,6,3,1
355428,6,8,6
355428,6,9,5
355428,6,10,2
355428,6,11,1
355428,6,12,2
355438,1,3,5
355438,2,1,9
355438,2,2,82
355438,2,3,235
355438,2,4,325
355438,2,5,80
355438,2,6,60
355438,2,7,120
355438,2,8,284
355438,2,9,351
355438,2,10,175
355438,2,11,201
355438,2,12,87
355438,3,1,2
355438,3,2,9
355438,3,3,51
355438,3,4,66
355438,3,5,20
355438,3,6,14
355438,3,7,50
355438,3,8,148
355438,3,9,111
355438,3,10,51
355438,3,11,26
355438,3,12,15
355438,4,2,2
355438,4,3,22
355438,4,4,59
355438,4,5,31
355438,4,6,31
355438,4,7,45
355438,4,8,154
355438,4,9,136
355438,4,10,84
355438,4,11,31
355438,4,12,21
355438,5,1,6
355438,5,2,75
355438,5,3,445
355438,5,4,332
355438,5,5,144
355438,5,6,70
355438,5,7,137
355438,5,8,355
355438,5,9,328
355438,5,10,183
355438,5,11,81
355438,5,12,59
355438,6,6,1
355438,6,7,1
355438,6,8,8
355438,6,9,12
355438,6,10,2
355438,6,11,3
355438,6,12,5
355446,2,1,89
355446,2,2,490
355446,2,3,208
355446,2,4,161
355446,2,5,97
355446,2,6,47
355446,2,7,40
355446,2,8,123
355446,2,9,206
355446,2,10,34
355446,2,11,6
355446,2,12,1
355446,3,1,9
355446,3,2,141
355446,3,3,98
355446,3,4,66
355446,3,5,57
355446,3,6,22
355446,3,7,19
355446,3,8,72
355446,3,9,74
355446,3,10,9
355446,4,2,15
355446,4,3,44
355446,4,4,41
355446,4,5,23
355446,4,6,17
355446,4,7,16
355446,4,8,60
355446,4,9,174
355446,4,10,31
355446,4,11,3
355446,4,12,1
355446,5,1,139
355446,5,2,936
355446,5,3,413
355446,5,4,225
355446,5,5,165
355446,5,6,91
355446,5,7,56
355446,5,8,216
355446,5,9,382
355446,5,10,82
355446,5,11,2
355451,1,2,146
355451,1,3,126
355451,1,4,369
355451,1,5,28
355451,1,6,140
355451,2,1,280
355451,2,2,550
355451,2,3,582
355451,2,4,400
355451,2,5,263
355451,2,6,93
355451,2,7,20
355451,2,8,25
355451,2,9,15
355451,2,10,3
355451,3,1,63
355451,3,2,37
355451,3,3,61
355451,3,4,47
355451,3,5,30
355451,3,6,8
355451,3,7,4
355451,3,8,2
355451,3,9,1
355451,3,10,1
355451,4,3,4
355451,4,4,1
355451,4,5,9
355451,4,6,3
355451,4,7,2
355451,4,8,2
355451,5,1,74
355451,5,2,69
355451,5,3,61
355451,5,4,104
355451,5,5,65
355451,5,6,15
355451,5,7,3
355451,5,8,4
355453,1,1,3
355453,1,2,170
355453,1,3,114
355453,1,4,96
355453,1,5,1
355453,1,6,1
355453,2,1,349
355453,2,2,755
355453,2,3,704
355453,2,4,398
355453,2,5,160
355453,2,6,30
355453,2,7,9
355453,2,8,24
355453,2,9,38
355453,2,10,16
355453,3,1,171
355453,3,2,310
355453,3,3,187
355453,3,4,225
355453,3,5,163
355453,3,6,24
355453,3,7,3
355453,3,8,32
355453,3,9,14
355453,3,10,3
355453,4,4,2
355453,4,6,1
355453,4,8,13
355453,4,9,9
355453,4,10,1
355453,5,1,143
355453,5,2,209
355453,5,3,121
355453,5,4,121
355453,5,5,62
355453,5,6,12
355453,5,7,1
355453,5,8,83
355453,5,9,35
355453,5,10,4
355453,5,11,1
355453,6,2,1
355453,6,4,2
355453,6,9,1
355492,1,1,2
355492,1,2,81
355492,1,3,211
355492,1,4,267
355492,1,5,45
355492,1,6,440
355492,1,7,27
355492,2,1,210
355492,2,2,206
355492,2,3,87
355492,2,4,98
355492,2,5,117
355492,2,6,68
355492,2,7,9
355492,3,1,119
355492,3,2,48
355492,3,3,58
355492,3,4,62
355492,3,5,96
355492,3,6,69
355492,3,7,16
355492,4,5,1
355492,4,6,1
355492,5,1,18
355492,5,2,25
355492,5,3,52
355492,5,4,52
355492,5,5,50
355492,5,6,34
355492,5,7,6
355492,6,1,1
355492,6,2,1
355492,6,3,2
355492,6,6,2
355497,1,2,40
355497,1,3,141
355497,1,4,1
355497,1,5,16
355497,1,6,5
355497,2,2,226
355497,2,3,263
355497,2,4,180
355497,2,5,114
355497,2,6,82
355497,2,7,72
355497,2,8,20
355497,2,9,6
355497,2,10,8
355497,2,11,5
355497,3,2,199
355497,3,3,148
355497,3,4,171
355497,3,5,171
355497,3,6,93
355497,3,7,59
355497,3,8,10
355497,3,9,3
355497,3,10,2
355497,4,2,6
355497,4,3,25
355497,4,4,96
355497,4,5,96
355497,4,6,87
355497,4,7,64
355497,4,8,11
355497,4,9,3
355497,4,10,7
355497,4,11,1
355497,5,2,415
355497,5,3,593
355497,5,4,570
355497,5,5,334
355497,5,6,177
355497,5,7,145
355497,5,8,15
355497,5,9,3
355497,5,10,7
355497,5,11,1
355530,1,4,22
355530,1,5,40
355530,1,6,43
355530,1,7,2
355530,2,2,4
355530,2,3,8
355530,2,4,96
355530,2,5,338
355530,2,6,403
355530,2,7,318
355530,2,8,277
355530,2,9,256
355530,2,10,114
355530,2,11,103
355530,2,12,63
355530,3,3,1
355530,3,4,28
355530,3,5,103
355530,3,6,46
355530,3,7,85
355530,3,8,95
355530,3,9,49
355530,3,10,28
355530,3,11,18
355530,3,12,7
355530,4,3,1
355530,4,4,31
355530,4,5,37
355530,4,6,28
355530,4,7,86
355530,4,8,99
355530,4,9,111
355530,4,10,70
355530,4,11,52
355530,4,12,54
355530,5,2,1
355530,5,3,7
355530,5,4,151
355530,5,5,264
355530,5,6,88
355530,5,7,139
355530,5,8,179
355530,5,9,110
355530,5,10,80
355530,5,11,50
355530,5,12,58
355530,6,4,5
355530,6,5,5
355530,6,6,3
355530,6,7,6
355530,6,8,9
355530,6,9,12
355530,6,10,4
355530,6,12,2
355532,1,2,1
355532,1,4,1
355532,1,5,8
355532,1,6,1
355532,1,7,1
355532,2,2,10
355532,2,3,14
355532,2,4,77
355532,2,5,163
355532,2,6,314
355532,2,7,281
355532,2,8,158
355532,2,9,153
355532,2,10,87
355532,2,11,34
355532,2,12,3
355532,3,1,3
355532,3,2,13
355532,3,3,15
355532,3,4,81
355532,3,5,105
355532,3,6,119
355532,3,7,144
355532,3,8,79
355532,3,9,109
355532,3,10,71
355532,3,11,17
355532,3,12,3
355532,4,3,1
355532,4,4,18
355532,4,5,28
355532,4,6,37
355532,4,7,46
355532,4,8,22
355532,4,9,33
355532,4,10,25
355532,4,11,9
355532,4,12,1
355532,5,3,10
355532,5,4,105
355532,5,5,170
355532,5,6,141
355532,5,7,182
355532,5,8,104
355532,5,9,93
355532,5,10,64
355532,5,11,12
355532,5,12,1
355532,6,3,5
355532,6,4,2
355532,6,5,7
355532,6,6,10
355532,6,7,7
355532,6,8,1
355532,6,9,4
355532,6,10,5
355532,6,11,1
355538,1,3,7
355538,1,4,66
355538,1,5,40
355538,1,6,21
355538,1,7,12
355538,2,2,9
355538,2,3,18
355538,2,4,247
355538,2,5,619
355538,2,6,882
355538,2,7,459
355538,2,8,163
355538,2,9,314
355538,2,10,122
355538,2,11,3
355538,3,2,2
355538,3,3,2
355538,3,4,99
355538,3,5,190
355538,3,6,113
355538,3,7,70
355538,3,8,38
355538,3,9,44
355538,3,10,26
355538,4,4,81
355538,4,5,118
355538,4,6,173
355538,4,7,124
355538,4,8,24
355538,4,9,95
355538,4,10,49
355538,4,11,1
355538,5,3,15
355538,5,4,309
355538,5,5,455
355538,5,6,273
355538,5,7,197
355538,5,8,91
355538,5,9,118
355538,5,10,73
355538,5,11,1
355538,6,3,3
355538,6,4,1
355538,6,5,5
355538,6,6,3
355538,6,7,1
355538,6,8,1
355538,6,9,4
355538,6,10,1
355546,1,3,5
355546,1,6,11
355546,2,2,6
355546,2,3,13
355546,2,4,12
355546,2,5,21
355546,2,6,30
355546,2,7,39
355546,2,8,339
355546,2,9,411
355546,2,10,201
355546,2,11,274
355546,2,12,214
355546,3,2,1
355546,3,3,1
355546,3,4,2
355546,3,5,4
355546,3,6,5
355546,3,7,9
355546,3,8,90
355546,3,9,93
355546,3,10,56
355546,3,11,50
355546,3,12,26
355546,4,6,1
355546,4,7,2
355546,4,8,9
355546,4,9,18
355546,4,10,12
355546,4,11,10
355546,4,12,12
355546,5,2,2
355546,5,3,3
355546,5,4,5
355546,5,5,5
355546,5,6,3
355546,5,7,14
355546,5,8,68
355546,5,9,64
355546,5,10,38
355546,5,11,32
355546,5,12,34
355546,6,4,1
355546,6,5,3
355546,6,6,3
355546,6,7,4
355546,6,8,24
355546,6,9,54
355546,6,10,34
355546,6,11,19
355546,6,12,21
355567,1,3,3
355567,1,7,35
355567,2,1,5
355567,2,2,17
355567,2,3,14
355567,2,4,5
355567,2,5,33
355567,2,6,65
355567,2,7,103
355567,2,8,586
355567,2,9,639
355567,2,10,463
355567,2,11,610
355567,2,12,334
355567,3,3,1
355567,3,4,3
355567,3,5,3
355567,3,6,6
355567,3,7,22
355567,3,8,230
355567,3,9,95
355567,3,10,96
355567,3,11,89
355567,3,12,55
355567,4,4,1
355567,4,5,4
355567,4,6,12
355567,4,7,6
355567,4,8,27
355567,4,9,53
355567,4,10,32
355567,4,11,14
355567,4,12,22
355567,5,2,2
355567,5,3,4
355567,5,4,32
355567,5,5,15
355567,5,6,28
355567,5,7,19
355567,5,8,166
355567,5,9,164
355567,5,10,138
355567,5,11,104
355567,5,12,87
355588,1,3,1
355588,2,1,269
355588,2,2,257
355588,2,3,186
355588,2,4,199
355588,2,5,113
355588,2,6,60
355588,2,7,34
355588,2,8,23
355588,2,9,22
355588,2,10,11
355588,2,11,3
355588,3,1,92
355588,3,2,85
355588,3,3,91
355588,3,4,73
355588,3,5,45
355588,3,6,6
355588,3,7,9
355588,3,8,2
355588,3,9,6
355588,4,3,1
355588,4,5,4
355588,4,9,1
355588,5,1,113
355588,5,2,74
355588,5,3,40
355588,5,4,32
355588,5,5,18
355588,5,6,3
355588,5,7,4
355588,5,8,1
355588,5,9,4
355588,6,1,3
355588,6,2,3
355588,6,3,2
355588,6,4,1
355619,1,3,1
355619,1,4,5
355619,1,5,15
355619,1,6,40
355619,1,7,29
355619,2,2,4
355619,2,3,4
355619,2,4,22
355619,2,5,61
355619,2,6,100
355619,2,7,89
355619,2,8,387
355619,2,9,547
355619,2,10,213
355619,2,11,381
355619,2,12,325
355619,3,2,1
355619,3,4,11
355619,3,5,43
355619,3,6,40
355619,3,7,69
355619,3,8,283
355619,3,9,283
355619,3,10,139
355619,3,11,219
355619,3,12,199
355619,4,3,1
355619,4,4,3
355619,4,5,6
355619,4,6,2
355619,4,7,5
355619,4,8,11
355619,4,9,5
355619,4,10,10
355619,4,11,13
355619,4,12,6
355619,5,3,3
355619,5,4,5
355619,5,5,32
355619,5,6,32
355619,5,7,24
355619,5,8,68
355619,5,9,78
355619,5,10,37
355619,5,11,88
355619,5,12,39
355619,6,4,1
355619,6,5,8
355619,6,6,7
355619,6,7,10
355619,6,8,19
355619,6,9,15
355619,6,10,8
355619,6,11,18
355619,6,12,24
355639,1,4,6
355639,1,5,2
355639,2,1,18
355639,2,2,21
355639,2,3,13
355639,2,4,16
355639,2,5,11
355639,2,6,19
355639,2,7,27
355639,2,8,610
355639,2,9,787
355639,2,10,563
355639,2,11,276
355639,2,12,96
355639,3,3,2
355639,3,4,4
355639,3,5,4
355639,3,7,9
355639,3,8,118
355639,3,9,104
355639,3,10,120
355639,3,11,80
355639,3,12,49
355639,4,7,3
355639,4,8,9
355639,4,9,4
355639,4,10,8
355639,4,11,16
355639,4,12,4
355639,5,2,1
355639,5,3,1
355639,5,5,3
355639,5,6,1
355639,5,7,7
355639,5,8,92
355639,5,9,75
355639,5,10,79
355639,5,11,60
355639,5,12,23
355642,1,2,13
355642,1,3,5
355642,2,2,3
355642,2,3,50
355642,2,4,88
355642,2,5,28
355642,2,6,6
355642,2,7,72
355642,2,8,218
355642,2,9,144
355642,2,10,58
355642,2,11,48
355642,2,12,28
355642,3,2,1
355642,3,3,56
355642,3,4,67
355642,3,5,14
355642,3,6,11
355642,3,7,51
355642,3,8,170
355642,3,9,80
355642,3,10,40
355642,3,11,21
355642,3,12,11
355642,4,3,25
355642,4,4,75
355642,4,5,21
355642,4,6,16
355642,4,7,128
355642,4,8,489
355642,4,9,264
355642,4,10,149
355642,4,11,83
355642,4,12,86
355642,5,2,2
355642,5,3,176
355642,5,4,331
355642,5,5,109
355642,5,6,31
355642,5,7,191
355642,5,8,838
355642,5,9,407
355642,5,10,212
355642,5,11,114
355642,5,12,112
355675,1,2,79
355675,1,3,147
